SN1: c:0.41733572605 t0:58456.8830097 x0:0.000553036807462 x1:0.297002090282 z:0.0811653150011 
SN501: c:0.328789132804 t0:58335.3975461 x0:0.00106176198847 x1:3.14079674316 z:0.0594895328991 
SN502: c:0.0476652256278 t0:58432.4685599 x0:0.000321523246138 x1:-0.425772006815 z:0.104706339518 
SN503: c:-0.44826616446 t0:58483.6595675 x0:0.000438232559852 x1:0.134620661682 z:0.0905764389553 
SN504: c:0.0608010970743 t0:58527.1685958 x0:0.0036137356534 x1:2.15774160947 z:0.0328741981301 
SN505: c:-0.10057407018 t0:58317.55282 x0:0.00127706602854 x1:1.68738539711 z:0.0544408085179 
SN506: c:-0.125406367303 t0:58385.03809 x0:0.000179923094505 x1:2.9889048164 z:0.136904863381 
SN507: c:-0.444572968388 t0:58648.195037 x0:0.00388575469455 x1:8.09604406803 z:0.0317292481573 
SN508: c:0.0763171330382 t0:58434.7502282 x0:0.000216304133433 x1:2.5639798734 z:0.125811201935 
SN509: c:0.243626105753 t0:58623.4760972 x0:0.00201173193702 x1:-1.12631798326 z:0.0437135670306 
SN510: c:0.186780589437 t0:58375.3085976 x0:0.000366322072799 x1:2.67201472576 z:0.0985190558578 
SN511: c:0.30607051561 t0:58634.4167439 x0:0.0102072171449 x1:0.540424188441 z:0.0197502112073 
SN512: c:0.338622612263 t0:58310.6207083 x0:0.000708662871854 x1:0.573885024598 z:0.0721607711221 
SN513: c:-0.0593826945452 t0:58487.2539321 x0:0.000391595053798 x1:-0.240594683488 z:0.0954889710909 
SN514: c:-0.0993706662981 t0:58554.9817369 x0:0.00181397617217 x1:1.26248385684 z:0.0459597529326 
SN515: c:-0.142185637211 t0:58327.8063061 x0:0.0157345706183 x1:-0.962253541263 z:0.0159521323245 
SN516: c:-0.351954179171 t0:58381.6564956 x0:0.000588155997227 x1:2.43317526646 z:0.0788346953928 
SN517: c:0.315976161195 t0:58295.1782149 x0:0.000976272668457 x1:0.586684790709 z:0.061930984008 
SN518: c:-0.147918271715 t0:58397.2187586 x0:0.000282123164351 x1:1.45628815623 z:0.11127094199 
SN519: c:0.276224318199 t0:58632.4745424 x0:0.00025755986051 x1:-4.78798871274 z:0.116070421365 
SN520: c:-0.190767243155 t0:58518.9160085 x0:0.000212082346556 x1:3.10317551741 z:0.126957514204 
SN521: c:-0.353637519061 t0:58326.6491473 x0:0.00131778986995 x1:2.98584461375 z:0.0536245520409 
SN522: c:0.0918740977671 t0:58546.2407841 x0:0.000225370028297 x1:-0.473837394142 z:0.12345416548 
SN523: c:-0.48643658575 t0:58466.9974251 x0:0.000491323234866 x1:4.45906750286 z:0.0858290473366 
SN524: c:-0.131759297364 t0:58495.9186098 x0:0.00317560905571 x1:-1.28230204842 z:0.0350138773856 
SN525: c:-0.245081724712 t0:58341.8319881 x0:0.0004447746616 x1:4.55142448504 z:0.0899475616917 
SN526: c:0.548778740065 t0:58520.6077956 x0:0.000644320897371 x1:1.28231376819 z:0.0754987385476 
SN527: c:0.0684977118736 t0:58370.1217409 x0:0.000180940575973 x1:1.542936762 z:0.136552151783 
SN528: c:-0.171849540271 t0:58325.8795148 x0:0.00146727227725 x1:0.0293007019771 z:0.0509189488265 
SN529: c:-0.644743173019 t0:58509.6431889 x0:0.000262504096443 x1:-4.21451446692 z:0.115052908097 
SN530: c:-0.135430945251 t0:58527.9982218 x0:0.000204881779509 x1:4.65968269379 z:0.12898970314 
SN531: c:-0.0974012158939 t0:58437.6485845 x0:0.00287838017011 x1:-5.66460610591 z:0.0367311848295 
SN532: c:0.150882275491 t0:58460.048517 x0:0.00884632577187 x1:3.40796255022 z:0.0211924560543 
SN533: c:0.0341191477824 t0:58406.0955782 x0:0.0059309502026 x1:2.37058009721 z:0.025794527659 
SN534: c:0.0284078289349 t0:58460.509416 x0:0.000706519132483 x1:-1.71746421575 z:0.0722648147778 
SN535: c:0.00614823893487 t0:58618.9562873 x0:0.00104379024612 x1:2.2904137984 z:0.0599784325661 
SN536: c:-0.107911173942 t0:58315.3723764 x0:0.000631542303092 x1:1.29398788675 z:0.0762197257797 
SN537: c:0.0280732093412 t0:58347.8599551 x0:0.000151449015839 x1:1.10972329742 z:0.148093686579 
SN538: c:0.162641250396 t0:58294.5047015 x0:0.000151686546155 x1:-3.32966931159 z:0.147988224303 
SN539: c:-0.342607410343 t0:58389.3952519 x0:0.00123960178496 x1:2.20613241608 z:0.0552261108885 
SN540: c:0.689861827276 t0:58597.0755405 x0:0.00069079939825 x1:-2.44925145253 z:0.0730420258097 
SN541: c:0.218617140684 t0:58487.4056334 x0:0.00267862583498 x1:-1.7070564458 z:0.0380398123782 
SN542: c:-0.156235507013 t0:58530.0170341 x0:0.000474214656547 x1:-5.01391290232 z:0.0872746841977 
SN543: c:0.155610714891 t0:58646.7750005 x0:0.0012082490237 x1:-5.07289633694 z:0.055910494237 
SN544: c:0.245984688967 t0:58583.5137649 x0:0.00155440437453 x1:0.772878902216 z:0.0495212408444 
SN545: c:-0.293271540565 t0:58642.5473965 x0:0.000503784651249 x1:0.159790429062 z:0.0848211258989 
SN546: c:-0.02826569891 t0:58618.7272168 x0:0.000166324793908 x1:0.696998218606 z:0.141908472589 
SN547: c:-0.334575158877 t0:58548.1389517 x0:1.45883451801 x1:-0.755668922114 z:0.00167441548537 
SN548: c:0.0891800291252 t0:58584.6021389 x0:0.000233112162636 x1:1.71933948981 z:0.121545979634 
SN549: c:0.0600451737505 t0:58600.211427 x0:0.000337793791786 x1:1.39833662411 z:0.1023230981 
SN550: c:0.0791054197399 t0:58312.8583784 x0:0.000148542418788 x1:-2.00714972573 z:0.149403481296 
SN551: c:0.162552178333 t0:58567.3571908 x0:0.000421077795065 x1:2.86450407942 z:0.0922918806549 
SN552: c:-0.421672492349 t0:58506.2638507 x0:0.000303967954903 x1:-4.78006381778 z:0.107480174184 
SN553: c:0.0217974887616 t0:58632.0116748 x0:0.000322103774966 x1:-1.32454735397 z:0.104618342495 
SN554: c:-0.547776885923 t0:58558.0050379 x0:0.00110897470495 x1:5.90733441623 z:0.0582608232504 
SN555: c:-0.0380349532649 t0:58409.3196038 x0:0.000430705980378 x1:5.00777017273 z:0.0913169334647 
SN556: c:-0.0810928500091 t0:58605.8821644 x0:0.00151698938104 x1:-0.66502140806 z:0.0501069920622 
SN557: c:-0.0883286370212 t0:58427.8051332 x0:0.000238645701885 x1:-3.13805348173 z:0.120236755241 
SN558: c:-0.0581922363404 t0:58595.3925749 x0:0.000891159986277 x1:0.390854131541 z:0.0646929361643 
SN559: c:-0.531052452172 t0:58326.1129856 x0:0.003355054946 x1:0.0247276383517 z:0.034087719932 
SN560: c:0.112147444918 t0:58432.7662397 x0:0.000696271903681 x1:4.76550934877 z:0.0727685638985 
SN561: c:0.34867536323 t0:58458.6621022 x0:0.000229432807243 x1:1.37820760727 z:0.122441350605 
SN562: c:-0.150003666989 t0:58615.1724885 x0:0.000723584882548 x1:0.287999841756 z:0.0714490155952 
SN563: c:0.0188312265437 t0:58333.5021685 x0:0.0496394189661 x1:-3.17410906355 z:0.00902749834434 
SN564: c:-0.144441931354 t0:58553.9342344 x0:0.00358777126957 x1:-0.433997938693 z:0.0329901378999 
SN565: c:0.165985704825 t0:58520.1410645 x0:0.000372947894846 x1:5.06268121301 z:0.0976961337123 
SN566: c:-0.444913686429 t0:58304.9093082 x0:0.00029696771816 x1:-3.30037116896 z:0.1086512659 
SN567: c:0.0585719882578 t0:58595.0101921 x0:0.00958463636732 x1:-0.637584279892 z:0.0203722036069 
SN568: c:0.104923964623 t0:58612.7455148 x0:0.00341509243875 x1:0.313666202697 z:0.0337940179072 
SN569: c:0.813006648494 t0:58353.0601379 x0:0.000531165488814 x1:-0.942447792522 z:0.0827280934674 
SN570: c:-0.275299608679 t0:58296.2328062 x0:0.00492939285787 x1:0.970717888078 z:0.0282430317224 
SN571: c:-0.384885382464 t0:58579.3069402 x0:0.00645722343087 x1:0.965114574117 z:0.024740235523 
SN572: c:0.0486725616764 t0:58472.1729565 x0:0.000385134927813 x1:-0.367257512709 z:0.0962361647846 
SN573: c:0.0231338104909 t0:58559.4308777 x0:0.00221381603286 x1:-7.39322203522 z:0.0417307631465 
SN574: c:-0.0766431052793 t0:58334.0619407 x0:0.00130689594996 x1:2.27308950466 z:0.0538392535337 
SN575: c:0.50565192467 t0:58446.1829604 x0:0.000389799426419 x1:-8.18564606537 z:0.0956948656428 
SN576: c:-0.332641056983 t0:58313.8329233 x0:1.191773536 x1:-2.33615717216 z:0.00185230079887 
SN577: c:-0.021873735022 t0:58379.1526884 x0:1.67108934244 x1:0.575960342489 z:0.00156459572634 
SN578: c:-0.337670602227 t0:58587.6485983 x0:0.00520989531161 x1:2.3418964282 z:0.0274874592753 
SN579: c:-0.27637938407 t0:58386.7279543 x0:0.0480617404328 x1:-3.21378353476 z:0.00917347307601 
SN580: c:-0.0213000567732 t0:58454.5629509 x0:0.000550108411577 x1:-2.08214053292 z:0.0813693264016 
SN581: c:-0.33686625952 t0:58525.5657672 x0:0.0112735094669 x1:-0.205511426722 z:0.0188061105509 
SN582: c:-0.123865067051 t0:58376.9327279 x0:0.000220210259525 x1:-3.35631183337 z:0.124778675806 
SN583: c:0.27033682833 t0:58331.3415171 x0:0.000286986301499 x1:-3.42650898791 z:0.110391355636 
SN584: c:-0.202025657051 t0:58520.0264461 x0:0.000617446579561 x1:7.04598071362 z:0.0770399961414 
SN585: c:0.546536385558 t0:58371.9809656 x0:0.000386939076066 x1:-4.41606254047 z:0.096025684689 
SN586: c:0.209228542313 t0:58327.53094 x0:0.000425603229573 x1:1.21836775974 z:0.091829672566 
SN587: c:0.415077668469 t0:58442.9688096 x0:0.000433348185664 x1:2.24960089627 z:0.0910548691109 
SN588: c:-0.428970757545 t0:58457.520865 x0:0.00077700930118 x1:4.82487356047 z:0.0690661400423 
SN589: c:-0.405729333656 t0:58549.5014572 x0:0.000151329125277 x1:-1.69909878883 z:0.148147006463 
SN590: c:0.242484155338 t0:58464.408978 x0:0.00106734095163 x1:4.77341846023 z:0.0593402156405 
SN591: c:-0.161261412708 t0:58599.7287402 x0:0.000147758301026 x1:-1.25159694302 z:0.149763061693 
SN592: c:-0.105572487497 t0:58520.7208445 x0:0.00862349273067 x1:-0.31379199412 z:0.0214602755322 
SN593: c:-0.138973176692 t0:58615.4614098 x0:0.0232879793507 x1:0.850355411107 z:0.0131397305726 
SN594: c:-0.5627610745 t0:58588.8833223 x0:0.01597314561 x1:-2.56479113022 z:0.0158339405559 
SN595: c:-0.131706605694 t0:58539.7858115 x0:0.000308870128071 x1:-1.95034494266 z:0.106682872303 
SN596: c:0.00849632396642 t0:58640.5423456 x0:0.0011992747893 x1:-2.63456469049 z:0.0561111888848 
SN597: c:-0.130413033673 t0:58435.2045273 x0:0.00059616570791 x1:-1.19931417943 z:0.0783312435034 
SN598: c:-0.0107757672619 t0:58405.1398558 x0:0.0281581353499 x1:-0.773986895655 z:0.0119599977593 
SN599: c:-0.322080143598 t0:58454.206219 x0:0.000169043707872 x1:-1.45075064111 z:0.140862487369 
SN600: c:0.423575461835 t0:58450.2070256 x0:0.00100884371194 x1:-1.61481742492 z:0.0609652423087 
SN601: c:0.0055165521805 t0:58327.978099 x0:0.000334716275203 x1:-0.787295727838 z:0.102761072494 
SN602: c:-0.161237202249 t0:58619.242389 x0:0.00119766744119 x1:1.5323318799 z:0.0561473667588 
SN603: c:-0.136323559251 t0:58411.9218123 x0:0.00367746273112 x1:4.35484236994 z:0.0325947796938 
SN604: c:-0.46278734927 t0:58514.920579 x0:0.000779288565031 x1:4.25539281995 z:0.0689698016376 
SN605: c:0.0126119550416 t0:58469.5461682 x0:0.000801624793777 x1:0.69642475954 z:0.0680469195369 
SN606: c:-0.563346136309 t0:58308.5477644 x0:0.000403021904508 x1:6.13391307151 z:0.0942098787546 
SN607: c:-0.310593612226 t0:58586.0970839 x0:0.00200847662387 x1:-3.65063210472 z:0.043747887542 
SN608: c:-0.122143684978 t0:58464.1250107 x0:0.0571354927233 x1:0.77842819925 z:0.0084183099024 
SN609: c:-0.0826405864511 t0:58392.6855125 x0:0.000150999132815 x1:-2.14663136383 z:0.148294076352 
SN610: c:0.427597128059 t0:58557.7568549 x0:0.000359041821261 x1:2.07741344693 z:0.099448331112 
SN611: c:-0.0713907054405 t0:58625.5032434 x0:0.000578204868014 x1:-5.00926833155 z:0.0794741991156 
SN612: c:-0.073159509535 t0:58319.4034001 x0:0.075501709923 x1:-1.63529957347 z:0.00732912605609 
SN613: c:-0.0135618317663 t0:58376.795278 x0:0.00188434593426 x1:-0.793047846251 z:0.0451208608707 
SN614: c:0.194769276166 t0:58546.3658218 x0:0.000264358249845 x1:-4.08506034238 z:0.114678373982 
SN615: c:-0.226590937399 t0:58331.6547332 x0:0.00109165856101 x1:-1.31951679878 z:0.0587024493017 
SN616: c:0.209418300496 t0:58489.2451157 x0:0.000308415629493 x1:-0.299197392868 z:0.106756026956 
SN617: c:0.342680307026 t0:58370.4532176 x0:0.0218309488373 x1:4.570698136 z:0.0135668281164 
SN618: c:-0.0955069764588 t0:58522.7410696 x0:0.00766965199156 x1:0.744561176701 z:0.0227342622892 
SN619: c:-0.0308000581535 t0:58462.6534971 x0:0.00336885081224 x1:3.53251979256 z:0.0340195476193 
SN620: c:0.240024750893 t0:58332.4236124 x0:0.260090014617 x1:2.10928999564 z:0.00395878493742 
SN621: c:0.0891757499549 t0:58292.3056693 x0:0.000225025379174 x1:-1.65754138493 z:0.123541282696 
SN622: c:0.110292383986 t0:58402.9892123 x0:0.0670732565756 x1:3.71905301857 z:0.007773417408 
SN623: c:0.253425790259 t0:58635.2696366 x0:0.00166415846251 x1:-0.87896548529 z:0.0479160060911 
SN624: c:0.28599124554 t0:58633.1436754 x0:0.000152842965212 x1:0.307988218365 z:0.147478104203 
SN625: c:0.129220725129 t0:58381.9089147 x0:0.00171605274601 x1:-2.25958251237 z:0.0472100708322 
SN626: c:0.223894576517 t0:58599.5121142 x0:0.000162948082101 x1:-1.63575356526 z:0.143241826158 
SN627: c:0.460448371045 t0:58480.4111659 x0:0.00347305248723 x1:-3.69739957057 z:0.0335176220626 
SN628: c:0.0545003836023 t0:58601.9966469 x0:0.022257439003 x1:-7.24072273662 z:0.0134375079062 
SN629: c:-0.50635481777 t0:58456.58281 x0:0.114929911376 x1:5.9821189185 z:0.0059465101585 
SN630: c:-0.257276440521 t0:58385.8507598 x0:0.000152010041248 x1:7.53870450755 z:0.147844969995 
SN631: c:-0.134838668017 t0:58454.2709135 x0:0.00674815631305 x1:0.436815409469 z:0.0242104916059 
SN632: c:0.351608390713 t0:58307.708825 x0:0.00106507799517 x1:0.762911953844 z:0.0594006444347 
SN633: c:0.0419747847347 t0:58463.8352194 x0:0.00239728551706 x1:3.37723980606 z:0.0401483122086 
SN634: c:0.103127373224 t0:58373.3102183 x0:0.000841439077564 x1:-2.50742572564 z:0.0664913349558 
SN635: c:0.320707338692 t0:58364.7919987 x0:0.000323766981762 x1:3.87748351017 z:0.104367488862 
SN636: c:-0.609311120929 t0:58452.4953235 x0:0.000234863356047 x1:3.19951976221 z:0.121126886715 
SN637: c:-0.378395260977 t0:58623.9638612 x0:0.000637961649733 x1:-0.822119336793 z:0.0758549164284 
SN638: c:0.138258848949 t0:58548.4950782 x0:0.000940754802855 x1:-1.56969428235 z:0.0630391751161 
SN639: c:-0.00875731560516 t0:58546.9578639 x0:0.00916753586417 x1:-4.57432323314 z:0.0208235487335 
SN640: c:-0.150563739208 t0:58320.2990735 x0:0.00830510925589 x1:-4.68924139486 z:0.0218612852091 
SN641: c:-0.044406287331 t0:58449.1478366 x0:0.00184555492336 x1:-0.278910778812 z:0.0455774861022 
SN642: c:-0.198095685583 t0:58548.3761625 x0:0.00225829570909 x1:-1.62819504989 z:0.0413298036686 
SN643: c:0.163689217835 t0:58567.7838877 x0:0.000374476697428 x1:3.18127694233 z:0.0975092419934 
SN644: c:0.15259228807 t0:58363.9466861 x0:0.000161279595301 x1:-0.723106399534 z:0.143915226617 
SN645: c:0.038814205388 t0:58307.7434871 x0:0.151078935714 x1:-2.32074981173 z:0.00518946161223 
SN646: c:-0.413437703683 t0:58368.0453608 x0:0.00456089019017 x1:4.05083476466 z:0.0293382381772 
SN647: c:0.351574074647 t0:58482.5550105 x0:0.000167121028262 x1:-0.90289789757 z:0.141599654925 
SN648: c:0.412432651397 t0:58599.8758315 x0:0.0424887687722 x1:-1.65072614638 z:0.00975234914237 
SN649: c:-0.0593463215403 t0:58528.0329809 x0:0.000279391472328 x1:-0.51957087427 z:0.111774612168 
SN650: c:-0.25116255292 t0:58521.7552208 x0:0.00244642229689 x1:1.32994615362 z:0.0397544738405 
SN651: c:0.329174381728 t0:58366.5327602 x0:0.0280170293997 x1:-1.10945265471 z:0.0119898120914 
SN652: c:-0.265064086505 t0:58602.7766543 x0:0.00409956247769 x1:3.06719850164 z:0.0309093342292 
SN653: c:0.286743211479 t0:58566.6765064 x0:0.000972308792578 x1:-1.14823890677 z:0.062051724963 
SN654: c:0.32892541244 t0:58311.7729871 x0:0.000148706203566 x1:1.80183303856 z:0.149328712346 
SN655: c:0.416926508293 t0:58429.3785678 x0:0.00156794921165 x1:1.74378164172 z:0.0493142617018 
SN656: c:-0.363535801775 t0:58414.3150937 x0:0.000187735454204 x1:-5.75098171167 z:0.134266942711 
SN657: c:0.350659569983 t0:58410.5300452 x0:0.000694271222942 x1:-3.10084003022 z:0.0728681748995 
SN658: c:-0.34332502838 t0:58596.1377809 x0:0.0558811403148 x1:0.654275061558 z:0.00851167531504 
SN659: c:0.0313740327673 t0:58645.332283 x0:0.00634559026665 x1:0.232880305759 z:0.0249529956511 
SN660: c:-0.406439164274 t0:58500.7237547 x0:0.0980125519054 x1:-4.05737388834 z:0.00643693095425 
SN661: c:0.0132748589442 t0:58629.1840031 x0:0.000219357860244 x1:5.39006428347 z:0.125001754309 
SN662: c:0.175262493197 t0:58472.5309231 x0:0.00425540046312 x1:2.16784965918 z:0.03035051869 
SN663: c:0.23358621781 t0:58450.7096724 x0:0.00179878029872 x1:0.874429360463 z:0.0461472042257 
SN664: c:-0.03462245945 t0:58540.4575103 x0:0.000267177822143 x1:2.76806234951 z:0.114115980524 
SN665: c:0.112665295202 t0:58374.042602 x0:0.000247750187816 x1:4.58651449569 z:0.118174469828 
SN666: c:0.108147006554 t0:58297.0903879 x0:0.00022498485832 x1:3.92712839699 z:0.1235515377 
SN667: c:-0.197161419844 t0:58436.0758429 x0:0.000241103493123 x1:1.57963270741 z:0.119669078612 
SN668: c:-1.14775736498 t0:58620.9167372 x0:0.000679557519663 x1:3.34576545336 z:0.073613784949 
SN669: c:0.673259882755 t0:58397.0137289 x0:0.000288316273379 x1:2.77040645629 z:0.110154519914 
SN670: c:-0.157553329521 t0:58626.9232496 x0:0.00199115066712 x1:1.02875307987 z:0.0439319392985 
SN671: c:0.205090119417 t0:58578.8162449 x0:0.000389947221944 x1:-1.34063595675 z:0.0956778671693 
SN672: c:-0.129879334265 t0:58434.1730601 x0:0.000190486180919 x1:1.35813811848 z:0.133375029392 
SN673: c:0.00854183336261 t0:58645.7790237 x0:0.00080208708451 x1:-7.60985691618 z:0.0680282149472 
SN674: c:-0.703562350569 t0:58401.9010058 x0:0.00337929441902 x1:-2.39464367663 z:0.033968213998 
SN675: c:-0.157595519673 t0:58412.637912 x0:0.000630443784583 x1:-1.20398310681 z:0.0762826937886 
SN676: c:0.200843252435 t0:58487.3455733 x0:0.003038862228 x1:0.205640458372 z:0.035773159435 
SN677: c:-0.629143082495 t0:58630.5944509 x0:0.000185152825302 x1:2.43166887649 z:0.135121446193 
SN678: c:0.14504962963 t0:58439.4847784 x0:0.000236820593419 x1:3.60518656687 z:0.120663736553 
SN679: c:-0.05706325057 t0:58380.8621212 x0:0.0129081290363 x1:-0.887713391961 z:0.017590873313 
SN680: c:-0.379975369307 t0:58407.365429 x0:0.00683397987007 x1:-1.36451868261 z:0.0240606451315 
SN681: c:0.113597058137 t0:58581.0522447 x0:0.000171092554746 x1:-2.41295287889 z:0.140089940988 
SN682: c:-0.119000423159 t0:58649.3586228 x0:0.00764153310047 x1:2.03370398671 z:0.0227753617497 
SN683: c:-0.230321547445 t0:58408.1796192 x0:0.000216800512068 x1:1.17281138544 z:0.12567852103 
SN684: c:-0.315746978446 t0:58350.6175893 x0:0.000193586571886 x1:1.58815613661 z:0.132391463728 
SN685: c:-0.151296706199 t0:58446.7584494 x0:0.00250647294151 x1:1.70754506721 z:0.0392886910769 
SN686: c:0.157968607366 t0:58509.2551589 x0:0.0191833411185 x1:-1.82481561674 z:0.0144631730537 
SN687: c:-0.614050979435 t0:58491.9539443 x0:0.000254839613511 x1:0.592955471779 z:0.116642246832 
SN688: c:-0.187963393211 t0:58506.6518425 x0:0.00018093093487 x1:2.45974913603 z:0.136555480642 
SN689: c:-0.232822786748 t0:58315.2917311 x0:0.00040845103772 x1:-5.61040418049 z:0.0936203286687 
SN690: c:0.163046606148 t0:58482.6677528 x0:0.000338135537033 x1:4.88864141722 z:0.102274816825 
SN691: c:-0.00148422695847 t0:58599.6681032 x0:0.000531662010824 x1:3.5509000123 z:0.0826915861978 
SN692: c:-0.374351845601 t0:58483.0800429 x0:0.000153756907105 x1:-0.80307905059 z:0.147078800852 
SN693: c:-0.0310374315951 t0:58413.7364124 x0:0.00241912804424 x1:0.733825004046 z:0.0399717871606 
SN694: c:0.534733111703 t0:58645.9869734 x0:0.00667210717029 x1:-7.10227408505 z:0.0243456531663 
SN695: c:-0.308756988817 t0:58603.4992208 x0:0.000203344835782 x1:-2.03140342 z:0.129436692678 
SN696: c:0.0963087163885 t0:58529.0754119 x0:0.000463616217619 x1:-5.48501155565 z:0.0882086228437 
SN697: c:-0.0257774238044 t0:58473.0093374 x0:0.000230682921923 x1:-5.06948850599 z:0.122134847999 
SN698: c:-0.357233431607 t0:58646.5830058 x0:0.00114294871767 x1:-0.357496220109 z:0.0574229666046 
SN699: c:0.298801072781 t0:58292.6770772 x0:0.000193876831245 x1:-2.33119624147 z:0.132300530685 
SN700: c:-0.0141352618854 t0:58496.1613729 x0:0.000148007841476 x1:-0.3700241077 z:0.149648334807 
SN701: c:0.0894648609612 t0:58495.3357347 x0:0.000626106211452 x1:3.62259508424 z:0.0765328913581 
SN702: c:0.202299389333 t0:58319.1942881 x0:0.000406389681604 x1:-3.74056309941 z:0.0938428335825 
SN703: c:0.389612247778 t0:58609.0277989 x0:0.333254205821 x1:-4.42602503955 z:0.00349852858081 
SN704: c:0.52305747197 t0:58401.4790186 x0:0.000150129863758 x1:1.65832685803 z:0.148683679239 
SN705: c:-0.282701981177 t0:58519.8450666 x0:0.000311608039726 x1:4.15978612568 z:0.106245433799 
SN706: c:0.0134148407282 t0:58340.0011315 x0:0.000922677094046 x1:-3.53379824122 z:0.0636269499439 
SN707: c:0.280136522102 t0:58592.7343999 x0:0.000236229321111 x1:0.875483937077 z:0.120803073758 
SN708: c:0.0429444685235 t0:58538.2034063 x0:0.00064567269309 x1:-0.656935313756 z:0.0754236823902 
SN709: c:0.0315684226762 t0:58644.2976845 x0:0.000926900281696 x1:-1.1727673995 z:0.0634881427918 
SN710: c:-0.137192223267 t0:58359.5523708 x0:0.00169488592617 x1:1.82058601458 z:0.0474941769558 
SN711: c:0.380196320925 t0:58656.2334252 x0:0.00159600797919 x1:-3.5853270658 z:0.0488937237601 
SN712: c:0.277040006092 t0:58366.7012722 x0:0.000204151813161 x1:-4.64152097431 z:0.129201401239 
SN713: c:0.0389554505742 t0:58409.5719197 x0:0.0382618302982 x1:1.46765444647 z:0.0102729491224 
SN714: c:0.799702695519 t0:58457.1277892 x0:0.00437515730249 x1:0.814063471267 z:0.0299412454311 
SN715: c:-0.133380407272 t0:58372.9510142 x0:0.00162054531063 x1:3.343226598 z:0.0485347566242 
SN716: c:0.0570480207851 t0:58432.8849122 x0:0.000407361262492 x1:6.7390644676 z:0.0937377578352 
SN717: c:0.112218420002 t0:58329.3769028 x0:0.0145412577991 x1:-4.3400152731 z:0.0165859837144 
SN718: c:0.0520501311792 t0:58517.6200792 x0:0.114034234673 x1:4.48028767419 z:0.00596971434699 
SN719: c:0.633644584531 t0:58366.6069796 x0:0.0144579271707 x1:0.568852033135 z:0.0166331321119 
SN720: c:-0.0839110679709 t0:58386.0979372 x0:0.000235927475755 x1:-0.551528105475 z:0.12087439793 
SN721: c:0.133298000828 t0:58424.811933 x0:0.000641602330079 x1:3.23927387799 z:0.0756503767766 
SN722: c:0.218597176435 t0:58470.9797217 x0:0.000455289848163 x1:3.50475609292 z:0.0889642608635 
SN723: c:-0.759667417769 t0:58637.7823195 x0:0.000550460005592 x1:2.36879882203 z:0.0813447490202 
SN724: c:0.408333830453 t0:58380.3011781 x0:0.000580629173803 x1:-6.02603262966 z:0.0793169396853 
SN725: c:-0.4786565738 t0:58336.7251493 x0:0.00104706745541 x1:-1.82302164593 z:0.0598883672181 
SN726: c:-0.593926831857 t0:58409.6265501 x0:0.000154623692977 x1:4.01195672265 z:0.146703196955 
SN727: c:0.250530851757 t0:58622.7217476 x0:0.00206295753412 x1:1.35450556632 z:0.0431840325795 
SN728: c:-0.114433199337 t0:58354.714833 x0:0.00331952129632 x1:1.55533767391 z:0.0342652312995 
SN729: c:-0.0561724019014 t0:58499.9301611 x0:0.000336568756938 x1:1.36502665429 z:0.102496748032 
SN730: c:0.0701861906361 t0:58381.4742905 x0:0.000362448029659 x1:-4.36107288181 z:0.099010206958 
SN731: c:-0.250325600829 t0:58384.9428983 x0:0.0010030915155 x1:5.24147471419 z:0.0611324623532 
SN732: c:0.0438791308067 t0:58456.9491417 x0:0.00997019304117 x1:4.15650743121 z:0.0199801997327 
SN733: c:0.462422195343 t0:58394.3978105 x0:0.000195944845487 x1:0.579737862287 z:0.131658223356 
SN734: c:-0.0759809668365 t0:58654.1608899 x0:0.00066996791294 x1:4.38803319355 z:0.0741124803797 
SN735: c:0.0913593097503 t0:58489.9241779 x0:0.000777294395194 x1:-0.807834614907 z:0.0690540673879 
SN736: c:0.254996140488 t0:58346.1885483 x0:0.000519006665234 x1:0.111748169624 z:0.0836377931911 
SN737: c:0.407487506589 t0:58320.8444167 x0:0.00264908540494 x1:-2.82173899834 z:0.0382455802246 
SN738: c:-0.519669683819 t0:58398.4487896 x0:0.000155025235967 x1:1.15584523958 z:0.146530206844 
SN739: c:-0.165961150935 t0:58584.8424721 x0:0.000280178799692 x1:-3.52956243641 z:0.111628722744 
SN740: c:0.177016120998 t0:58573.2432723 x0:0.00165846170293 x1:-2.56219810334 z:0.0479954692915 
SN741: c:-0.162075690844 t0:58470.0071667 x0:0.00125856494908 x1:2.3059839167 z:0.0548243408724 
SN742: c:0.0235500205747 t0:58418.0367493 x0:0.00725607411418 x1:-1.85929059408 z:0.0233623610802 
SN743: c:0.443890696794 t0:58593.6945916 x0:0.000188439659933 x1:4.33594483568 z:0.13403684287 
SN744: c:-0.145059756431 t0:58480.1958512 x0:0.0011200522791 x1:0.681171282904 z:0.0579835538714 
SN745: c:-0.605669759533 t0:58328.7685031 x0:0.000624840383977 x1:6.21967322645 z:0.0766063807685 
SN746: c:0.0426540012949 t0:58328.879373 x0:0.000550183339718 x1:-0.79401892719 z:0.0813640868124 
SN747: c:0.00152102532625 t0:58650.6612036 x0:0.000788074251723 x1:-1.91908419538 z:0.0686022568884 
SN748: c:-0.0618853885703 t0:58625.3075695 x0:0.000796461574418 x1:-0.774101085261 z:0.0682568995451 
SN749: c:0.217274139685 t0:58441.3342777 x0:0.000522473075976 x1:-2.74747866329 z:0.0833753228319 
SN750: c:-0.170597403456 t0:58614.4835554 x0:0.000295621903139 x1:2.87437430915 z:0.108880958282 
