SN1: c:-0.07048747142890122 mwebv:0.03030455100765922 t0:58790.64835070917 x0:0.00038329264098275963 x1:-0.658169335026904 z:0.111197220311 
SN366: c:-0.09909119758343543 mwebv:0.08446031597704579 t0:58657.977640152654 x0:0.0003119765049784499 x1:0.10639072367612323 z:0.121742305017 
SN367: c:-0.030574587945317866 mwebv:0.09814390966172297 t0:58663.86213522812 x0:0.0005232885815701738 x1:-1.157004791720247 z:0.0745074470846 
SN368: c:0.03950585961556019 mwebv:1.1044200088249219 t0:58764.13043371483 x0:0.0003311999382786085 x1:1.2930595607683646 z:0.091020888298 
SN369: c:0.04014361481864359 mwebv:0.07577290683380791 t0:58904.38804746932 x0:0.0001790128400768893 x1:0.5475406128191733 z:0.102570415193 
SN370: c:0.16634663187335308 mwebv:0.056804638826280424 t0:58695.452999724424 x0:0.00019219647145213043 x1:1.1256258438471312 z:0.119827536129 
SN371: c:-0.057298852226697505 mwebv:0.03787953057749414 t0:58669.087525928124 x0:0.0002860850548434761 x1:0.5969073116341272 z:0.107590851299 
SN372: c:-0.10547310755239447 mwebv:0.12130176992820267 t0:58662.32837924552 x0:0.00020399445850166257 x1:-0.48129358652041976 z:0.133861693145 
SN373: c:-0.05023955607380781 mwebv:12.267058084565349 t0:58851.68844277606 x0:0.0008868514959388693 x1:-0.6076257108894989 z:0.0704507054385 
SN374: c:-0.026554124253165057 mwebv:0.0821924257939734 t0:58754.99079509585 x0:0.0003286299396653737 x1:-0.4173516654866818 z:0.0958727723181 
SN375: c:-0.05232021825620681 mwebv:0.17725093758917554 t0:58741.79089325639 x0:0.0001766570377671951 x1:-1.2416491659562134 z:0.127385462971 
SN376: c:-0.04475645498034453 mwebv:0.059051800853715246 t0:58632.72891267313 x0:0.00015823182649006 x1:0.4898948326286128 z:0.12960042094 
SN377: c:0.10154076551074054 mwebv:0.014503137227560543 t0:58910.07934534191 x0:0.0007247659748710549 x1:0.7430470537223179 z:0.0951784754631 
SN378: c:0.018666203571608975 mwebv:0.08184471319723158 t0:58621.92406915881 x0:0.000394220690018413 x1:-0.1958726749442885 z:0.103731608249 
SN379: c:-0.07663796528016142 mwebv:0.03893937776125973 t0:58657.99148841046 x0:0.000376459745883039 x1:0.623857661131006 z:0.110231988807 
SN380: c:0.049361817555943155 mwebv:0.2586209286868542 t0:58863.75545278204 x0:0.0009384130233520976 x1:1.0362122874636555 z:0.0686677392289 
SN381: c:-0.11612371495962792 mwebv:0.018921201327155555 t0:58693.454140328584 x0:0.00021643607885042177 x1:0.46119556442780896 z:0.130293659576 
SN382: c:0.14253444369559132 mwebv:0.11725748398933189 t0:58607.00569480692 x0:0.0009047579073618607 x1:0.399013952737473 z:0.0737471602552 
SN383: c:0.046000714198845216 mwebv:0.054408983844502316 t0:58725.67740777111 x0:0.0005515142308582231 x1:0.13378611878252977 z:0.111012167692 
SN384: c:0.09185480761144582 mwebv:0.04912122432978055 t0:58924.74311744741 x0:0.0007892104304600144 x1:-0.3581009627249889 z:0.0764596957405 
SN385: c:0.07927928914753579 mwebv:0.04503235101214643 t0:58886.00197670296 x0:0.00022633571584816873 x1:0.967484213726808 z:0.131626437925 
SN386: c:-0.09747660395227697 mwebv:0.14842169119753698 t0:58811.482798642086 x0:0.0038955256072249244 x1:1.2146035797096681 z:0.0246464574979 
SN387: c:0.19322251756702036 mwebv:0.03904127998889527 t0:58597.50876157685 x0:0.0001912709649141186 x1:-0.4451745870669628 z:0.133530903944 
SN388: c:0.16426265964674958 mwebv:0.18137238649384652 t0:58700.89588966978 x0:0.0001229838504909224 x1:0.3196220949025719 z:0.142629848756 
SN389: c:-0.11440481095819077 mwebv:0.09498357540929767 t0:58822.31080272378 x0:0.0002348351443047685 x1:0.9133642879793866 z:0.105687929877 
SN390: c:-0.05798989915761954 mwebv:0.021327932104523134 t0:58758.70717884697 x0:0.0001476681133064643 x1:1.2285254360955395 z:0.140364502172 
SN391: c:-0.038608231710060004 mwebv:0.03804063028403567 t0:58856.74115610928 x0:0.0001299430274412068 x1:-0.27942294814775703 z:0.144841014836 
SN392: c:-0.10469476323303262 mwebv:0.015513640116581554 t0:58868.29880273684 x0:0.00020824159121633366 x1:-0.7644318366357066 z:0.127456917708 
SN393: c:0.12405133656322587 mwebv:0.40294378855495266 t0:58912.71050423547 x0:0.00025847978935852195 x1:-0.017441627484550803 z:0.124094802906 
SN394: c:-0.08031212867561033 mwebv:0.1372985479723442 t0:58734.41966996579 x0:0.0014517571544849285 x1:0.30905197890368985 z:0.0555706592839 
SN395: c:0.10866042533599751 mwebv:0.08547582803011736 t0:58568.51391462419 x0:0.00012874608834547867 x1:0.45998778425719733 z:0.147528166238 
SN396: c:-0.0795072232932803 mwebv:0.09515411354940292 t0:58741.797073257796 x0:0.00026723048691614784 x1:-1.6402459747925215 z:0.110072874972 
SN397: c:0.12137310358730957 mwebv:0.14410574961670305 t0:58882.17089045422 x0:0.00038358650385442107 x1:-0.603400432303034 z:0.114567871247 
SN398: c:0.13180573967733222 mwebv:0.07419249245400529 t0:58803.56680893099 x0:0.0002734800288271536 x1:-0.187144808733136 z:0.123654193189 
SN399: c:0.03051365459163602 mwebv:0.08570737373435783 t0:58858.01610135606 x0:0.00013490447881793133 x1:-0.1510908543001226 z:0.146557171395 
SN400: c:0.017536275479056673 mwebv:0.03658095128750212 t0:58901.70508472514 x0:0.0005078908502284914 x1:-0.09817550763572713 z:0.0895698190876 
SN401: c:-0.0067339665327255105 mwebv:0.04399020685942022 t0:58581.29908883895 x0:0.0006043992984435704 x1:0.9834592833061144 z:0.0860036808583 
SN402: c:-0.06545424542849076 mwebv:0.0748972941058172 t0:58845.07489571077 x0:0.00021323624712572727 x1:0.020242193979924217 z:0.130183784943 
SN403: c:0.10775285382976163 mwebv:0.09246933184396694 t0:58884.59946171122 x0:0.00017322517882235766 x1:0.40472062705209577 z:0.144750054261 
SN404: c:0.0010966479290948072 mwebv:0.025189507298763632 t0:58798.18686561092 x0:0.0001641241810296547 x1:0.5342116426310617 z:0.128406574596 
SN405: c:0.040025264598766874 mwebv:0.034184074332238606 t0:58663.009287026194 x0:0.00023238279531894427 x1:0.5573709416017243 z:0.110650076476 
SN406: c:-0.07298771112991309 mwebv:0.3455366293080775 t0:58774.564322631966 x0:0.0007050704442361813 x1:1.0274653725682743 z:0.075642462657 
SN407: c:0.045806554812112044 mwebv:0.47404226753965584 t0:58890.87393201293 x0:0.007796225396939789 x1:-0.6311013847943299 z:0.0237877883123 
SN408: c:-0.08146827662281986 mwebv:0.13992083326544824 t0:58844.029037057204 x0:0.00040029875745926924 x1:1.142150854518884 z:0.105455751 
SN409: c:-0.052647424224481654 mwebv:0.08149141094139913 t0:58677.164197412225 x0:0.00043437735857618486 x1:-0.8461536313529034 z:0.10436849203 
SN410: c:-0.07913231562873868 mwebv:0.030300704153447967 t0:58639.05563457693 x0:0.000763641193661001 x1:-0.2587393073125357 z:0.0724508676074 
SN411: c:-0.060440977058469514 mwebv:0.048827064407923296 t0:58633.814838596416 x0:0.00035846991426304584 x1:-0.4597600356394804 z:0.112454375634 
SN412: c:-0.10457525470061224 mwebv:0.031586539319604444 t0:58628.49662618695 x0:0.00032545820683252505 x1:0.20158557403990995 z:0.128700383177 
SN413: c:-0.040388609170229905 mwebv:0.1686159358079925 t0:58781.44159156286 x0:0.00019523343387885028 x1:0.08865063972815967 z:0.11815638128 
SN414: c:0.008087381771607838 mwebv:0.1739961708598241 t0:58789.35548856011 x0:0.0011027071045794361 x1:-1.0746042486272602 z:0.0807643653318 
SN415: c:0.0996720839295091 mwebv:0.04672418399265776 t0:58575.01714042577 x0:0.00031691026977488944 x1:0.9174567588823064 z:0.111706220026 
SN416: c:0.013203495323167225 mwebv:0.059742990356088495 t0:58854.09865809395 x0:0.0014463158984213361 x1:0.25722485675646345 z:0.0524146080921 
SN417: c:-0.00513161680519536 mwebv:0.0758159596458389 t0:58579.02102483416 x0:0.00022723913997871645 x1:0.4935472438452244 z:0.122469875912 
SN418: c:-0.012553589437182211 mwebv:0.026651582293458563 t0:58879.66704376006 x0:0.00015633285541587116 x1:-0.35850079733022167 z:0.122113659687 
SN419: c:-0.08703622961127255 mwebv:0.47074957187505456 t0:58662.387423528126 x0:0.0013456236113047026 x1:1.135487405907389 z:0.057100780559 
SN420: c:0.09124620868565092 mwebv:0.6725201839632958 t0:58652.00263448675 x0:0.00019099647317031207 x1:0.250817375047657 z:0.104532268914 
SN421: c:0.01793630275206759 mwebv:0.03842587816766244 t0:58699.16597635444 x0:0.00020617387639286372 x1:0.6589598331983675 z:0.147380369743 
SN422: c:0.06122755530420232 mwebv:0.07138461609016293 t0:58837.19298241204 x0:0.00020997782152484373 x1:-0.8074458900638306 z:0.13410968786 
SN423: c:-0.023532145217159517 mwebv:0.024835878353963264 t0:58896.63679584087 x0:0.00042876385226511935 x1:0.4957771938550346 z:0.0999702768826 
SN424: c:0.059936105931210015 mwebv:0.15889280388175475 t0:58801.818617750105 x0:0.00015965377008981028 x1:0.5997045589638779 z:0.127996786774 
SN425: c:-0.05231370411612701 mwebv:0.4680367145801614 t0:58610.02449084635 x0:0.0001720496688670754 x1:0.455937270703791 z:0.136232571092 
SN426: c:-0.1125397241142938 mwebv:0.0309433761201383 t0:58779.08298090955 x0:0.00017340948092915768 x1:0.9585643223724762 z:0.131660406503 
SN427: c:-0.13585905910403628 mwebv:0.009905901062501166 t0:58612.115957091686 x0:0.0014444811684607075 x1:-0.85642752900401 z:0.0620463974008 
SN428: c:-0.07519805503915045 mwebv:0.04252526791618408 t0:58655.17356000123 x0:0.0005657351466314606 x1:-0.3497171066518865 z:0.0916924535887 
SN429: c:-0.037416951527730724 mwebv:0.8478380854384341 t0:58898.711122335626 x0:0.0003207280283838526 x1:0.306194990835587 z:0.139846013998 
SN430: c:-0.057087728595018206 mwebv:0.04266604607046845 t0:58662.40113562234 x0:0.00014993692099045643 x1:1.1938545506844864 z:0.146703775176 
SN431: c:-0.017475800399525454 mwebv:0.05833345317154745 t0:58635.02008868101 x0:0.00032780809620884044 x1:0.9758081415997801 z:0.117025947561 
SN432: c:-0.10495906352996176 mwebv:0.060908095642481994 t0:58887.85799680168 x0:0.00013051739839612647 x1:0.3972700635576145 z:0.14858830735 
SN433: c:0.09064025523422714 mwebv:0.4336335180146249 t0:58647.23417650324 x0:0.00023924226382931576 x1:-0.38648049782915095 z:0.108042823909 
SN434: c:0.04877960610535137 mwebv:1.427334978793896 t0:58867.6530009912 x0:0.0003688785891693716 x1:0.2543604128993904 z:0.0962358139293 
SN435: c:-0.07331421280876249 mwebv:0.028438943328514245 t0:58668.410206241126 x0:0.00035355224671735697 x1:-0.7789178629232731 z:0.126361878014 
SN436: c:-0.11206674636162539 mwebv:0.23547105629696913 t0:58772.68695299989 x0:0.0003013613705710914 x1:0.2799486155203077 z:0.108449327535 
SN437: c:0.020268665330483326 mwebv:0.028555478232319586 t0:58602.88638869556 x0:0.0004842392007412063 x1:0.10334472400227401 z:0.103629879372 
SN438: c:-0.007999619140066194 mwebv:0.9469763942867132 t0:58865.27026841602 x0:8.932681385319024e-05 x1:-0.024002036289219042 z:0.147547660383 
SN439: c:-0.07458097750658954 mwebv:0.0695889570218491 t0:58886.20506903689 x0:0.00019779709362921407 x1:-0.37634923005998644 z:0.145205208788 
SN440: c:-0.03171774893155366 mwebv:0.1548815000418512 t0:58667.597098297454 x0:0.0002144283437909136 x1:-1.6082268488236298 z:0.134340741969 
SN441: c:-0.1072301488704106 mwebv:0.032592276471178315 t0:58596.032085815306 x0:0.00015033256347126475 x1:0.627829395003519 z:0.140580733931 
SN442: c:0.12647352590221672 mwebv:0.0217175980787232 t0:58756.25966868769 x0:0.00019766448385690033 x1:-0.8248437219871732 z:0.136630415257 
SN443: c:0.02986352867999109 mwebv:0.03706689446058921 t0:58839.30127584719 x0:0.00034940488928084237 x1:-0.1359086646928449 z:0.0920007633497 
SN444: c:-0.1193473237475624 mwebv:0.031615716901470095 t0:58759.04926993279 x0:0.00029309166776347835 x1:0.9988314776674656 z:0.109170483632 
SN445: c:0.005881887340796865 mwebv:0.13559519304270687 t0:58638.17567988665 x0:0.00016970137784675946 x1:0.2629785948904777 z:0.130376677722 
SN446: c:0.08328326495320759 mwebv:0.04494160286661493 t0:58867.31925458438 x0:0.0003305629557462943 x1:-0.18807860282991218 z:0.107391583566 
SN447: c:0.06712112237823398 mwebv:0.019958413200371165 t0:58633.844645012585 x0:0.00017949931472942501 x1:-0.3037607767363921 z:0.137160245986 
SN448: c:0.09476316761901771 mwebv:0.028459296942234952 t0:58897.75980679929 x0:0.001249355050812476 x1:1.3657084717078085 z:0.063033238359 
SN449: c:-0.05570629088084145 mwebv:0.470361324839081 t0:58633.493547849925 x0:0.0009974337324218528 x1:0.599546776097915 z:0.0524518446374 
SN450: c:-0.010488660919351744 mwebv:0.06388406412576707 t0:58808.427458351995 x0:0.000222401556150914 x1:0.5709690652003205 z:0.145273036803 
SN451: c:-0.015808577404465396 mwebv:0.08833949895223878 t0:58593.69137526947 x0:0.00032326492191507485 x1:-0.8129528231753307 z:0.144158301036 
SN452: c:0.1635204155904315 mwebv:0.2284555226024356 t0:58824.6970504991 x0:0.0005195970646459161 x1:-0.46200490049779264 z:0.0931011802845 
SN453: c:-0.05094975039038907 mwebv:0.47171387875378934 t0:58812.252221109666 x0:0.0002154964055176639 x1:-1.2515471681355501 z:0.131044145584 
SN454: c:-0.07798822219538959 mwebv:0.021039970227571786 t0:58706.062833652664 x0:0.0002138732068152184 x1:-0.30925059232601537 z:0.128090555258 
SN455: c:-0.12281328990933149 mwebv:0.08762547992111588 t0:58583.16307217719 x0:0.00016570589621702546 x1:-0.3998772077681201 z:0.146145066749 
SN456: c:0.04719336908641836 mwebv:0.17493090410396372 t0:58795.454039248776 x0:0.00019759762353275815 x1:-0.14595824778840072 z:0.139655434845 
SN457: c:0.0001800009260408686 mwebv:0.010252073123125961 t0:58662.86883731327 x0:0.0006566120546307134 x1:0.7938560719385945 z:0.0861502171888 
SN458: c:0.03242207687917631 mwebv:0.11608896124580567 t0:58830.10137257934 x0:0.0002498604815873918 x1:-0.580786118789919 z:0.133650249689 
SN459: c:-0.04826754360987273 mwebv:0.0549607536074537 t0:58923.13078897092 x0:0.00025038508126504986 x1:0.5832207754210614 z:0.121998073917 
SN460: c:0.004596973365956991 mwebv:0.021052103787547814 t0:58782.44119253999 x0:0.00027944715970227625 x1:0.6330589783561313 z:0.105275210069 
SN461: c:-0.08612892089048074 mwebv:0.9966485567190403 t0:58747.84524879756 x0:0.0002591192711030617 x1:0.8489687994768107 z:0.118485587216 
SN462: c:-0.07911475573156945 mwebv:0.35969267028134644 t0:58677.325566955566 x0:0.00031099790927410347 x1:0.7670378810011016 z:0.0970136467425 
SN463: c:0.0010712597617659192 mwebv:0.010711857067849839 t0:58831.981496107284 x0:0.0019990070943013702 x1:-0.07678761146421431 z:0.0327360004082 
SN464: c:-0.0037728273646431276 mwebv:0.03798666805180709 t0:58642.468205128884 x0:0.0002568390836811219 x1:0.9302413556893949 z:0.0986922654182 
SN465: c:0.051772384598127275 mwebv:0.37803476920055196 t0:58814.509604606894 x0:0.00019556114988224623 x1:0.1308309639338896 z:0.12666147907 
SN466: c:-0.07531527131423665 mwebv:6.708589221182542 t0:58676.12194543296 x0:0.0013243160262198658 x1:-0.7400545731916028 z:0.0532450849595 
SN467: c:-0.031834815460299204 mwebv:0.06828115221047834 t0:58809.1847421699 x0:0.00028705093663471283 x1:0.04310894570778512 z:0.122800120604 
SN468: c:-0.08521833129526302 mwebv:0.04854660919662977 t0:58898.012367141346 x0:0.00034735498065172277 x1:-0.14220539066921667 z:0.107018646388 
SN469: c:0.050385490581201786 mwebv:0.17007986081255502 t0:58754.52305664484 x0:0.00016463695975045133 x1:0.13444062748656993 z:0.142723860077 
SN470: c:0.022303163529642234 mwebv:0.14212358450843263 t0:58794.69843565726 x0:0.00016376206073086033 x1:0.26612625599868345 z:0.137174280904 
SN471: c:0.02364715671685813 mwebv:0.03776490978883325 t0:58745.61455176573 x0:0.00017233816152072474 x1:1.4548317555286507 z:0.135768870468 
SN472: c:0.03647637692983885 mwebv:0.06026086914013559 t0:58695.956228963696 x0:0.00011343284790251953 x1:0.5720177438662608 z:0.147071289836 
SN473: c:0.04377629571046171 mwebv:0.11048118191592203 t0:58597.816338877725 x0:0.0002970488943149442 x1:-0.07994864177823935 z:0.123739520944 
SN474: c:-0.0436130371802923 mwebv:0.08961992662787109 t0:58583.84579311514 x0:0.00025585222751991024 x1:0.538037050757568 z:0.117140167405 
SN475: c:0.004863625058791676 mwebv:0.007047769125640781 t0:58804.389217740674 x0:0.0002529875032793881 x1:0.11263572256975118 z:0.131928694168 
SN476: c:0.11490377437518529 mwebv:0.23425733501245236 t0:58900.4697371359 x0:0.0001263255892747191 x1:0.19332356700105002 z:0.139363870802 
SN477: c:0.11627946000235934 mwebv:0.08841427493846032 t0:58812.58778171322 x0:0.00019860701860754287 x1:0.5144823008228183 z:0.140886006982 
SN478: c:-0.04663766982000439 mwebv:0.12108825871670176 t0:58824.03110112052 x0:0.0006788634573632642 x1:-0.1401731991823354 z:0.0914896087001 
SN479: c:-0.054369252673958535 mwebv:0.022927798027239765 t0:58640.06244015396 x0:0.0001583190324334662 x1:-0.37310024590116564 z:0.144832375062 
SN480: c:-0.06624059370872448 mwebv:0.07387912711627047 t0:58670.826448871354 x0:0.00034162065991485296 x1:-0.2784523267402421 z:0.0950531942057 
SN481: c:0.01924950739437925 mwebv:0.07164534643622782 t0:58606.955154813695 x0:0.00020057230021162953 x1:-0.6528557912369486 z:0.128834766621 
SN482: c:-0.05348326686499938 mwebv:0.12048129307295863 t0:58561.56659305928 x0:0.0005945074489365922 x1:1.1373550273190496 z:0.0965784605464 
SN483: c:0.07819820258910726 mwebv:0.1890234612506397 t0:58661.91118600246 x0:0.00021221220204369632 x1:0.06904822465183225 z:0.127774939254 
SN484: c:-0.03977651724510567 mwebv:0.09811101261209557 t0:58881.61989846296 x0:0.00029206285721072964 x1:-0.6265394021466619 z:0.107354900209 
SN485: c:0.04686817089648665 mwebv:0.14252679583228794 t0:58602.220785282094 x0:0.0004846847602378559 x1:-0.3556057414112148 z:0.0987672781705 
SN486: c:-0.09275122242052625 mwebv:0.06956400951273022 t0:58873.34822732813 x0:0.00042681807724651336 x1:-0.5171162145616055 z:0.0760870978984 
SN487: c:-0.10379562590561342 mwebv:0.15856812177084312 t0:58676.12809419771 x0:0.0001278145212059678 x1:0.9400681484152873 z:0.139908024898 
SN488: c:0.15404383336450866 mwebv:0.007638255566017238 t0:58561.824695585245 x0:0.0003287412994518724 x1:0.17016673570977936 z:0.106364712032 
SN489: c:0.020205086173122666 mwebv:0.6063742219176698 t0:58575.970103067986 x0:0.00019531446138984563 x1:1.3552076333925633 z:0.129118405568 
SN490: c:-0.048677956120732 mwebv:0.1372112662597857 t0:58585.29731693676 x0:0.0010049297899409366 x1:0.6826200690990012 z:0.0679704685064 
SN491: c:0.06259977218816015 mwebv:0.11786552312415566 t0:58772.78619441765 x0:0.0007103726700526658 x1:0.8069324210281565 z:0.0683911928918 
SN492: c:-0.09356540857186424 mwebv:0.07340377889646857 t0:58768.03883329384 x0:0.00022959731511746625 x1:0.8706385743641647 z:0.119041036241 
SN493: c:0.05856603332202681 mwebv:0.11087590866043562 t0:58574.654349498756 x0:0.00016844981511951205 x1:-0.6219172340410033 z:0.137884647942 
SN494: c:-0.04497420108070216 mwebv:0.03444999700198423 t0:58663.12381570705 x0:0.000563923616002381 x1:0.5916254706270236 z:0.085617421486 
SN495: c:-0.0021280884533778632 mwebv:0.05538537281813561 t0:58877.47186512745 x0:0.0009163019469332882 x1:1.2722231344487467 z:0.0790815551772 
SN496: c:-0.0387692595195932 mwebv:0.1335699931914504 t0:58661.89980100934 x0:0.0002344138887562368 x1:0.8766819861779558 z:0.109036390737 
SN497: c:-0.047702042983399195 mwebv:0.1671512105051887 t0:58804.484079902824 x0:0.0004136587210742636 x1:0.05994374466529706 z:0.131582403941 
SN498: c:0.06488659489570736 mwebv:0.010376236937441446 t0:58781.12895857774 x0:0.00017396254688526613 x1:0.6569998112704889 z:0.133712271681 
SN499: c:-0.03181801066909351 mwebv:0.05018648572507173 t0:58697.9648527862 x0:0.000907324065754911 x1:-0.3347300596650209 z:0.0770653478412 
SN500: c:-0.0446199671697185 mwebv:0.10801200372338143 t0:58758.230893879045 x0:0.0006652118448463001 x1:0.12469069639565955 z:0.0730642714387 
SN501: c:-0.017936498181622795 mwebv:0.013681536945175798 t0:58580.59903626715 x0:0.0008173106775670181 x1:0.815245664074733 z:0.0715777285776 
SN502: c:-0.09970627232093054 mwebv:0.13168483144705723 t0:58768.31398777348 x0:0.00015319586976708646 x1:-0.9239419124370345 z:0.144763384036 
SN503: c:-0.09699319537222983 mwebv:0.057311790721763296 t0:58820.871790419515 x0:0.00017560748221123257 x1:-1.9485998067785057 z:0.136745696134 
SN504: c:-0.07902656440811207 mwebv:0.05699926457997849 t0:58714.29318050209 x0:0.000203096539349724 x1:-1.6596313064592514 z:0.124203434217 
SN505: c:-0.029916767220342422 mwebv:0.042684631182729346 t0:58739.07706735767 x0:0.0004426562253688095 x1:-0.011509415414192148 z:0.0977693960891 
SN506: c:-0.03401724950770024 mwebv:0.1094751832029655 t0:58631.77865484969 x0:0.00022818185433882664 x1:0.04516448954454022 z:0.118406469594 
SN507: c:-0.03530319633678847 mwebv:0.10821773235927716 t0:58821.18910588462 x0:0.00015887595772461392 x1:-0.6089796383759274 z:0.125357205146 
SN508: c:-0.02482228934382036 mwebv:0.22525321771865617 t0:58690.00252102109 x0:0.0021225199917753205 x1:0.26739735189827396 z:0.0447778148052 
SN509: c:-0.05506400718954518 mwebv:0.021479139157918343 t0:58641.60086836269 x0:0.0007023516319595336 x1:-0.5122876367494733 z:0.0755094450884 
SN510: c:0.08336363653547085 mwebv:0.010393137347603554 t0:58647.336330451806 x0:0.0001805903779973242 x1:0.7906661516655169 z:0.123245806427 
SN511: c:0.15113532124467977 mwebv:0.062140160588605706 t0:58898.6630346875 x0:0.000314536094122495 x1:0.6646524879182039 z:0.100076275174 
SN512: c:-0.07750227889797223 mwebv:0.24480032542311453 t0:58844.65021684517 x0:0.000200288982504927 x1:0.5980566339650291 z:0.117878322154 
SN513: c:-0.07535660179147685 mwebv:0.006313454456907515 t0:58832.70866038395 x0:0.00031975376479512874 x1:0.40571892779523466 z:0.127299739111 
SN514: c:0.010259777931150182 mwebv:0.021550563545101025 t0:58606.53428286563 x0:0.0001833302477402021 x1:-1.700223728085419 z:0.132754158054 
SN515: c:-0.02926943415545402 mwebv:0.05599659072954809 t0:58823.08376756496 x0:0.00015410737899546867 x1:0.6380677383834161 z:0.141536483561 
SN516: c:0.15798046755020234 mwebv:0.11513185325997316 t0:58592.01468889929 x0:0.00025427681946365227 x1:0.6079232026582568 z:0.125826791606 
SN517: c:-0.0322814313453863 mwebv:0.0745572722369349 t0:58694.87561478167 x0:0.0026450375830014026 x1:-0.7929776023801773 z:0.0363813759578 
SN518: c:0.1956075831882811 mwebv:0.01678476450117867 t0:58671.6584334747 x0:0.00047716616576914624 x1:-0.2893409038094772 z:0.094908524974 
SN519: c:0.0703995629283396 mwebv:0.06087042182943642 t0:58887.89946259232 x0:0.0001326556047201184 x1:0.2274359371857968 z:0.145738606937 
SN520: c:-0.03651217727927758 mwebv:0.13766481596294375 t0:58619.3608583407 x0:0.00029829405726450065 x1:-0.10674345647479289 z:0.106384628724 
SN521: c:0.051263788783060704 mwebv:0.03407258808327597 t0:58576.07445367943 x0:0.00029226316466775026 x1:0.7406142432903637 z:0.106509806155 
SN522: c:-0.023661052814156314 mwebv:0.05704590029669927 t0:58742.159742891075 x0:0.0021329617286018686 x1:0.9536121663982184 z:0.0429070986381 
SN523: c:0.009489487500852434 mwebv:0.11416844421199895 t0:58728.60474201204 x0:0.00037189709100389755 x1:0.22449610285568955 z:0.118592842154 
SN524: c:0.18768159252296934 mwebv:0.021556723087845803 t0:58782.875508042176 x0:0.0001753194593323174 x1:0.590500177389564 z:0.141518154189 
SN525: c:-0.09411059048422299 mwebv:0.3976029783562294 t0:58720.18609875584 x0:0.00017632706467963892 x1:0.6908909306588691 z:0.147150511349 
SN526: c:-0.025716597814942954 mwebv:0.09446589882183985 t0:58771.896246144046 x0:0.00014453182618501275 x1:0.038002068018873736 z:0.131608619002 
SN527: c:-0.15232004839716673 mwebv:0.06893269039039703 t0:58651.055171911685 x0:0.0017374822826580088 x1:-0.24545545025949256 z:0.0523547127489 
SN528: c:0.079315586995373 mwebv:0.04005492634326767 t0:58881.0713887758 x0:0.0002687574106994652 x1:-0.724706105130557 z:0.104846292055 
SN529: c:0.06657931386818738 mwebv:0.22352205173226158 t0:58593.511600787286 x0:0.00030583797419943433 x1:-0.7997907991503554 z:0.102888547278 
SN530: c:0.03031501496236011 mwebv:0.010730909677065414 t0:58616.3383108854 x0:0.00015503256434170934 x1:-0.6123583335624021 z:0.147723471967 
SN531: c:0.06259214276373681 mwebv:0.05821495377887754 t0:58740.050043761126 x0:0.00010171309323438173 x1:0.11478601355931861 z:0.142828440984 
SN532: c:0.07887667467759751 mwebv:0.053172869793456604 t0:58817.43493523595 x0:0.0006324512567920035 x1:-0.4466544281097429 z:0.0740128875484 
SN533: c:0.1170045317540871 mwebv:1.1277741275443405 t0:58737.26679707043 x0:0.0010159829215709683 x1:-0.2438612047301092 z:0.0542643810533 
SN534: c:0.03276834274530005 mwebv:0.048805182300360114 t0:58772.106680290526 x0:0.0003545760096100451 x1:-0.10607376304190952 z:0.132195839217 
SN535: c:-0.01960711071355714 mwebv:0.3134610319427481 t0:58606.6796034597 x0:0.0003408084176211966 x1:0.7032769678307367 z:0.112838806236 
SN536: c:-0.09353885336468704 mwebv:0.06181531952542915 t0:58885.64579688599 x0:0.0019227927446978043 x1:-0.683416672379642 z:0.0490864806885 
SN537: c:0.18290382146372863 mwebv:0.00902345865659027 t0:58826.83622201588 x0:0.0003377494722380842 x1:0.5125902992438531 z:0.115682209041 
SN538: c:-0.048995525920714655 mwebv:0.05257899244154288 t0:58778.975745081145 x0:0.0014670702720665433 x1:-1.1941255502434134 z:0.0613210682666 
SN539: c:0.020880669599419477 mwebv:0.0770139464627742 t0:58560.094107644014 x0:0.00019784415610986977 x1:0.7463269763385054 z:0.123605794001 
SN540: c:0.10322671868432653 mwebv:0.014701600314783115 t0:58783.620969307995 x0:0.000280445334410744 x1:0.9223785591474796 z:0.112917761739 
SN541: c:-0.10759943084716106 mwebv:0.08874547214906942 t0:58580.41149492062 x0:0.00014382558277724976 x1:0.7079760604958238 z:0.142881170097 
SN542: c:0.0460591206776777 mwebv:0.02627194368924644 t0:58861.21719516413 x0:0.00012380585898203643 x1:-0.6627620043781137 z:0.145743327852 
SN543: c:0.10125846108711922 mwebv:2.6295487090832217 t0:58874.27104189247 x0:0.00017705913555343453 x1:0.9718247794968926 z:0.138602391408 
SN544: c:-0.026434491340624255 mwebv:0.04251509169332274 t0:58772.210978818046 x0:0.0003323579263733547 x1:0.09315772756181406 z:0.106479945299 
SN545: c:-0.07977505543374708 mwebv:0.026708990726851418 t0:58781.50936383464 x0:0.0004209871676315156 x1:0.5186613101102129 z:0.10579235634 
SN546: c:0.02068245013469472 mwebv:0.055291323832723366 t0:58672.28554075838 x0:0.000562721182282785 x1:0.6569819075198056 z:0.0881762076166 
SN547: c:-0.07935533499262526 mwebv:0.10933506734823811 t0:58797.403633236216 x0:0.002472933125280662 x1:-0.05380819553507088 z:0.0383879940366 
SN548: c:-0.07067529545880458 mwebv:0.02604620673339146 t0:58635.38832320514 x0:0.00015783287480674175 x1:-0.6811080198212873 z:0.1064656167 
