SN1: c:0.0038398644787018717 mwebv:0.6368299677757563 t0:58678.49818488358 x0:0.0035094158989326823 x1:0.13050485160332306 z:0.03826458442501344 
SN379: c:0.137969948402137 mwebv:0.030006387311655204 t0:58934.09591481095 x0:0.0005152082426040451 x1:-0.41434225219895654 z:0.11713569850477401 
SN380: c:-0.036746919674936415 mwebv:0.03122703233007236 t0:58712.12256425367 x0:0.00025316684194110666 x1:0.3055174262251265 z:0.1375169708092982 
SN381: c:-0.009199255532883208 mwebv:0.07165750306430324 t0:58592.53690815033 x0:0.00012914050124917048 x1:0.04943821658416633 z:0.14695929486123868 
SN382: c:0.06673340430932229 mwebv:0.07348803710840687 t0:58746.496441208874 x0:8.449711892013601e-05 x1:-0.3056579024907662 z:0.14188764707747262 
SN383: c:-0.06372901281285714 mwebv:0.055935882369360666 t0:58631.17832935082 x0:0.00011469895703385777 x1:0.6052766357383765 z:0.14643132720662466 
SN384: c:-0.00014340413877567476 mwebv:0.14186888887554192 t0:58791.22461472882 x0:0.0010307543664976326 x1:0.5211265928305471 z:0.06110224068194909 
SN385: c:-0.3138386527853028 mwebv:0.2128908026847707 t0:58812.06113019423 x0:0.00043193732725356303 x1:-0.42616754983139127 z:0.11617820082808891 
SN386: c:-0.03156862556304125 mwebv:0.04275242788261051 t0:58864.32285094551 x0:0.0003310913588436466 x1:-0.20792705052442548 z:0.13752491761830155 
SN387: c:0.06437613316169623 mwebv:0.3871250945588571 t0:58930.111841303325 x0:0.00015159002558488385 x1:-0.320572579998099 z:0.14972686824832532 
SN388: c:-0.4320620424655998 mwebv:0.023245317083069462 t0:58887.18596765864 x0:0.0007846592412393269 x1:9.766304969131697 z:0.13732097266769877 
SN389: c:-0.04173079986661297 mwebv:0.08060031988123749 t0:58615.36371059262 x0:0.00020920842786148187 x1:-0.08564913945053118 z:0.14617664654306461 
SN390: c:-0.04376690159543538 mwebv:0.0540919664273037 t0:58801.68453623422 x0:0.00031029154841806115 x1:0.3075629641724694 z:0.11808079557820897 
SN391: c:0.06162435264655562 mwebv:0.18047685301085875 t0:58774.629617110826 x0:0.0010724412302406505 x1:0.2914268078391639 z:0.0679374770587207 
SN392: c:0.040883805157201455 mwebv:0.05524119789396263 t0:58854.69029482644 x0:0.00022160766445751472 x1:-0.03420766356895198 z:0.12369798492981862 
SN393: c:-0.6906542743501416 mwebv:0.023519235979503998 t0:58763.726764520834 x0:0.0031359596965075194 x1:0.21967275608810133 z:0.09798249809100489 
SN394: c:-0.018982737625333354 mwebv:0.09074763855915016 t0:58624.33938697177 x0:0.0005541279213617666 x1:0.23511945994685438 z:0.08587838390498002 
SN395: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN396: c:0.10074462290514008 mwebv:0.05407208244118806 t0:58793.125528564444 x0:0.0003464540255331724 x1:-0.03027790821608359 z:0.10908462992529472 
SN397: c:-0.147317546789986 mwebv:0.10401424503386969 t0:58661.975301721075 x0:0.0003964805805814526 x1:1.3495793007688572 z:0.10534871596453053 
SN398: c:-0.0020692622141954167 mwebv:0.0154977484951789 t0:58654.950094325744 x0:0.00022342336177108693 x1:0.1581889087788544 z:0.14484069652467035 
SN399: c:-0.015997918532403493 mwebv:0.1329716616628741 t0:58924.50469928076 x0:0.0008850808765012325 x1:0.508088722563755 z:0.06042655806150567 
SN400: c:-0.01015348686339631 mwebv:0.00950779044590415 t0:58642.155203963564 x0:0.00021332497251645455 x1:0.3217516224328615 z:0.1303024088019864 
SN401: c:0.19923295289873097 mwebv:0.030791575731369515 t0:58830.773708481756 x0:0.0003348258569008659 x1:0.3309314357569913 z:0.11425159093686663 
SN402: c:0.05107567603434902 mwebv:0.12126245631155758 t0:58867.42221276716 x0:0.0003090810796783598 x1:-0.34076526203962987 z:0.0945540153193587 
SN403: c:-0.8255477130061929 mwebv:0.0503050244814679 t0:58719.23625841991 x0:0.003756821503033629 x1:-0.060892811195777996 z:0.134360553210503 
SN404: c:0.018062860950244616 mwebv:0.02782970087298634 t0:58782.3199224468 x0:0.000608033166990828 x1:0.06651832013800049 z:0.09225760068877298 
SN405: c:0.008212182247598673 mwebv:0.10302695456801793 t0:58949.89801655375 x0:0.07907025624459764 x1:-0.29282774287569785 z:0.14499917112937322 
SN406: c:-0.07997310313456184 mwebv:0.029609568518458106 t0:58574.03503633451 x0:0.0007338305578506479 x1:0.8167557456607406 z:0.055556497092410714 
SN407: c:-0.024079734618597276 mwebv:0.025338667657009133 t0:58684.3669054471 x0:0.0002235592818503293 x1:-0.037090427733382246 z:0.10917046319640855 
SN408: c:-0.09999647165727166 mwebv:0.015938981271941936 t0:58802.10820307646 x0:0.0004148421186487592 x1:0.3472289880468232 z:0.12041060724780495 
SN409: c:-0.07089052805397628 mwebv:0.014324049475096952 t0:58758.981838447035 x0:0.00034745660456122736 x1:0.2723021640585286 z:0.1213567743611565 
SN410: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN411: c:-0.002374526873637801 mwebv:0.03457455503199097 t0:58699.766408460346 x0:0.00017835312264967098 x1:0.1552628444711048 z:0.14611572889474453 
SN412: c:-0.024233226586425106 mwebv:0.027540614638635427 t0:58908.466306979324 x0:0.0007833087594814799 x1:0.4084538622329693 z:0.09321227948800768 
SN413: c:-0.04330987664329321 mwebv:0.022008045067429045 t0:58783.49060213444 x0:0.0007104054605490964 x1:0.16579397234589624 z:0.07244338516190509 
SN414: c:-0.046422990204981904 mwebv:0.11605044440101434 t0:58760.66124488082 x0:0.00024326609051575102 x1:-0.03505274834736018 z:0.1163052481126498 
SN415: c:-0.38785398429168644 mwebv:0.16464897003587758 t0:58798.57346949532 x0:0.00016361574704834277 x1:0.12706054062102387 z:0.14528677918074123 
SN416: c:0.10387141730751615 mwebv:0.14133509987000542 t0:58860.50375417986 x0:0.001280148606528818 x1:-0.11805715152711611 z:0.0580830150585334 
SN417: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN418: c:0.004827581467050125 mwebv:0.13769395254761072 t0:58781.24568589667 x0:0.00023285839274378377 x1:0.2776450390262765 z:0.1452206904748509 
SN419: c:-0.014348518355248401 mwebv:0.5693043209656597 t0:58918.73255523367 x0:0.0004367561839082946 x1:0.08753999361795059 z:0.10903122403515805 
SN420: c:0.0017105741561520133 mwebv:0.08714373772557057 t0:58758.25965099468 x0:0.0004564514979738501 x1:-0.11505806340213717 z:0.12032587052040185 
SN421: c:-0.0022394807243326367 mwebv:0.08916279401808146 t0:58768.81445113723 x0:0.00033428455216425276 x1:0.34443983636560804 z:0.09443034384302613 
SN422: c:0.10519746059464397 mwebv:0.09094959171158595 t0:58655.11846829581 x0:0.0005762876655737142 x1:0.06340580633633264 z:0.09275810012532085 
SN423: c:-0.022126519211117614 mwebv:0.24670880915634916 t0:58789.17261644187 x0:0.00030558765237619767 x1:0.1546838503110289 z:0.12015144522571111 
SN424: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN425: c:-0.03490589606069703 mwebv:0.10472995218800929 t0:58873.69285297838 x0:0.00013964443293219475 x1:0.29457122602502445 z:0.14847113365566655 
SN426: c:-0.012079929325719248 mwebv:0.06099762575776431 t0:58771.78632376672 x0:0.0003902165109977835 x1:0.343526203613734 z:0.10128574421179265 
SN427: c:0.03944946229972984 mwebv:0.011463085225090897 t0:58720.01440065653 x0:0.0008193170645883526 x1:-0.5170723832548181 z:0.0737420226620613 
SN428: c:-0.09011213177358506 mwebv:0.031029291612361794 t0:58627.90028106169 x0:0.00028399058694829045 x1:0.47306006243512194 z:0.12779442910947897 
SN429: c:-0.12124189812761701 mwebv:1.1146037023149993 t0:58891.693673484566 x0:0.0006057423330316508 x1:-0.12231822316997022 z:0.10057262020911369 
SN430: c:0.22624699046091665 mwebv:0.058221177129580984 t0:58892.737389706504 x0:0.0003004586748855309 x1:-0.9852858617070457 z:0.12492958809495008 
SN431: c:-0.24694081017069097 mwebv:0.0507768571502827 t0:58619.17743159957 x0:0.0017616820484772653 x1:0.150363050521485 z:0.07899877902642215 
SN432: c:-0.024088798441267864 mwebv:0.17079930345622618 t0:58626.298144744935 x0:0.0005086659254944654 x1:-0.11805732629074944 z:0.0702448677394309 
SN433: c:0.056252937663483146 mwebv:0.022277981626847413 t0:58580.47675932431 x0:0.0003813885186402264 x1:-0.04084779529568563 z:0.10228940382015299 
SN434: c:0.0999651804282805 mwebv:0.024971955839860983 t0:58781.67677798959 x0:0.0005160716498195171 x1:0.3378024705588183 z:0.12348414366102012 
SN435: c:0.009244756918877032 mwebv:0.09345436753060109 t0:58793.65251790385 x0:0.0003984749054054242 x1:-0.13509144172671783 z:0.10890704486397004 
SN436: c:-0.014412365111600562 mwebv:0.1984672562474267 t0:58901.47957418133 x0:0.00036056766875217983 x1:0.14616396926041123 z:0.09957662348987373 
SN437: c:0.013107627737650202 mwebv:0.03763689723880029 t0:58739.37958833333 x0:0.00042747382274790777 x1:0.0434634460723286 z:0.12329566780794417 
SN438: c:-0.11044269201573996 mwebv:0.02703885367208297 t0:58865.01202777586 x0:0.00021303342038650973 x1:0.2521182248098635 z:0.1344262694133789 
SN439: c:-0.007645469129091866 mwebv:0.15604796135584353 t0:58784.620145408546 x0:0.00045785483744461945 x1:0.0798033665638359 z:0.14480743542834473 
SN440: c:0.004930409322353144 mwebv:0.07854380442595806 t0:58816.8687451868 x0:0.00024756949772890746 x1:0.13338973362081516 z:0.145571857271328 
SN441: c:0.18198923029883332 mwebv:0.08276538783103368 t0:58756.88346208165 x0:0.00012147960099301049 x1:-0.0101845962358551 z:0.14543353843405682 
SN442: c:-0.0038127715497172318 mwebv:0.23277586539399844 t0:58914.087141424476 x0:0.0003875894032723973 x1:0.05136755467570347 z:0.1375620220113921 
SN443: c:-0.057484392763380604 mwebv:0.12705464381342885 t0:58672.170612396934 x0:0.00021832121294410652 x1:0.46699680061406906 z:0.13926389539270997 
SN444: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN445: c:-0.015987948339820302 mwebv:0.04894884205587559 t0:58927.876026117876 x0:0.0017270147913891925 x1:-0.5016466047492151 z:0.05514476364529483 
SN446: c:0.01527574623612945 mwebv:0.07969696667610172 t0:58721.713002978395 x0:0.0004800316759992315 x1:-0.30289537553232465 z:0.11654733638446246 
SN447: c:0.015157338484816889 mwebv:0.20584138909429978 t0:58914.06341756275 x0:0.0003563687027274458 x1:-0.15675844761383587 z:0.11456065139598601 
SN448: c:-0.08120091367428252 mwebv:0.14490292787310372 t0:58595.50850432979 x0:0.0030978840901374474 x1:-1.1058649897264274 z:0.043028355116367566 
SN449: c:0.08152406647683105 mwebv:0.039975945178099236 t0:58896.19155355838 x0:0.000577909228323106 x1:-0.3659358987321204 z:0.06322675219488816 
SN450: c:-1.0089113230328677 mwebv:0.5599028117584728 t0:58717.97435935872 x0:0.04855406079153696 x1:-0.5796980792640045 z:0.028794916004586047 
SN451: c:0.007512182870009265 mwebv:0.08345004686719326 t0:58790.85041106487 x0:0.0003168694933182253 x1:0.14766768113455853 z:0.13885073264658193 
SN452: c:-0.07397317259076144 mwebv:0.018724621341961005 t0:58610.341251495716 x0:0.00032878344640482394 x1:0.026108251691343842 z:0.14446071465487287 
SN453: c:-0.045395998824332824 mwebv:0.37998704826481694 t0:58887.69568857188 x0:0.0010025457742757554 x1:0.06234900494877762 z:0.06571647110397243 
SN454: c:0.005082476287921388 mwebv:0.35846267709504587 t0:58626.53404965033 x0:0.00028304694426702505 x1:-0.06338726794266368 z:0.14019301695600794 
SN455: c:-0.013367862284279377 mwebv:0.20792626200199474 t0:58899.09590672037 x0:0.000281004373141765 x1:0.4009607389493464 z:0.12599343200265978 
SN456: c:-0.039573206630305044 mwebv:0.05879805518801128 t0:58647.06747332413 x0:0.00023211245488355793 x1:0.13630330555615094 z:0.1312412145508505 
SN457: c:-0.0652965763579626 mwebv:0.010582261967641447 t0:58841.765263167035 x0:0.0003597967058243198 x1:0.15694811224661845 z:0.09980529456890969 
SN458: c:-0.008945963862760649 mwebv:0.1486743048216517 t0:58792.70809828393 x0:0.00034118042479550407 x1:-0.12703113466234697 z:0.12039362174778229 
SN459: c:0.000537947011698234 mwebv:0.2403478562450374 t0:58927.85011182287 x0:0.0003821681374216436 x1:-0.26810219177126676 z:0.12084985121376769 
SN460: c:-0.05020973601018363 mwebv:0.04329199915680661 t0:58864.4636873145 x0:0.0015109504935528837 x1:0.6934738120209751 z:0.04760497913113773 
SN461: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN462: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN463: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN464: c:-0.028435681836558608 mwebv:0.29598570275693414 t0:58761.13627838285 x0:0.003211371424121363 x1:0.3699585659090468 z:0.038321749398294094 
SN465: c:-0.02183895479156422 mwebv:0.07906899557156478 t0:58772.634346318206 x0:0.0006234511065293785 x1:0.38686346099487057 z:0.07313184030678675 
SN466: c:-0.012750306997654844 mwebv:0.06450812813997607 t0:58894.7428830305 x0:0.00010149731782950891 x1:0.2801326176639941 z:0.13441854085697502 
SN467: c:0.062388610915920927 mwebv:0.033843892854739904 t0:58699.370271916785 x0:0.000272018258400792 x1:-0.7973468643257712 z:0.12670418986620954 
SN468: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN469: c:0.120971809776178 mwebv:0.14016160964305444 t0:58660.21357779337 x0:0.00024554249327509207 x1:-0.3535450323518086 z:0.12230207708294019 
SN470: c:0.0532818420594764 mwebv:0.011379590174318006 t0:58859.42296310533 x0:0.00030340082334332446 x1:-0.9294553623579617 z:0.11041627108552712 
SN471: c:-0.037817059087174365 mwebv:0.2905554046880303 t0:58687.52036677077 x0:0.0021180147450849778 x1:0.45141562779371636 z:0.05945996343070005 
SN472: c:0.05328222685537866 mwebv:0.027072403653924798 t0:58860.67248237583 x0:0.0004883031785501749 x1:-0.2413275881139071 z:0.09705789576428928 
SN473: c:-0.03853110189999383 mwebv:0.01911279116428528 t0:58819.4750574678 x0:0.0003484431502328974 x1:0.1248222513620651 z:0.11502780761519965 
SN474: c:-0.03166842780982516 mwebv:0.08498387831290616 t0:58682.15219078051 x0:0.00019207711872461304 x1:0.09630945665586793 z:0.1487610203710824 
SN475: c:-0.03059079714788827 mwebv:0.2432684043605104 t0:58652.7782417871 x0:0.0003841009551661933 x1:0.04740140897726846 z:0.09292567050599954 
SN476: c:-1.1011243341220631 mwebv:0.0624212092928339 t0:58644.714568604 x0:0.0003990701884030616 x1:0.3011368576781218 z:0.12606832240077517 
SN477: c:0.03521714755527644 mwebv:0.024207329354530596 t0:58912.1596608879 x0:0.0002123520443062315 x1:0.11336912761997707 z:0.13346707273583283 
SN478: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN479: c:0.32411678060048155 mwebv:0.13391729427432808 t0:58924.27021809533 x0:0.00016693059159592834 x1:-0.6174856772385119 z:0.08346318458676229 
SN480: c:0.008937832117542018 mwebv:0.11364491761126606 t0:58676.3295127952 x0:0.00022247619288888685 x1:0.19938195784407398 z:0.12377774742847064 
SN481: c:-0.024829832583412308 mwebv:0.01490930640869503 t0:58727.127078189376 x0:0.0003332172647301656 x1:0.062139446067065514 z:0.09630648246119455 
SN482: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN483: c:0.001736627612819769 mwebv:0.01573942732371538 t0:58870.311316882966 x0:0.00035414058525516033 x1:0.17620716206181516 z:0.10295591983623725 
SN484: c:-0.060386902577587546 mwebv:0.021554555001848677 t0:58879.41240146952 x0:0.013092625013979512 x1:0.6080391581864898 z:0.01821730257233755 
SN485: c:-0.029946954349919945 mwebv:0.109648439647515 t0:58855.072998828146 x0:0.00021614699076575735 x1:0.7029282134955475 z:0.1236014943779132 
SN486: c:0.07982279964213079 mwebv:0.15544839382600092 t0:58814.73667443801 x0:0.00019018696087860505 x1:-0.16255342025373287 z:0.113182238968601 
SN487: c:-0.07271414386004665 mwebv:0.028591325562136928 t0:58903.97085676066 x0:0.0002649574216362383 x1:-0.00514795156555737 z:0.149030733850476 
SN488: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN489: c:-0.048381454805807717 mwebv:0.028303170243748295 t0:58903.501382958755 x0:0.0004368095706030005 x1:0.5438059999856723 z:0.0841516248700779 
SN490: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN491: c:0.23134575756771228 mwebv:0.01003736897979524 t0:58721.145146184026 x0:0.00022400000696592065 x1:-0.4035832348699831 z:0.1143026569431229 
SN492: c:-0.0199476960769669 mwebv:0.07073655238838408 t0:58639.10409168074 x0:0.00015586760333098445 x1:0.13004392394777103 z:0.10419782009504276 
SN493: c:-0.026958532749818822 mwebv:0.07227546525636433 t0:58631.01730794288 x0:0.00027233146554871113 x1:0.19019652792310313 z:0.12153005067889978 
SN494: c:0.007565951201153699 mwebv:0.035947849930471606 t0:58864.32463821313 x0:0.00032051440824449175 x1:0.34727965519738113 z:0.12114922424814993 
SN495: c:-0.3464841371562166 mwebv:0.43974068828962176 t0:58655.234716352104 x0:-4.918047906039379e-05 x1:-1.0886189679149858 z:0.14238297672012634 
SN496: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN497: c:0.03561632631412628 mwebv:0.022788867463283825 t0:58613.11617574936 x0:0.00042239769916123154 x1:0.11547807039132629 z:0.10653772171837039 
SN498: c:-0.002337570835839285 mwebv:0.9062197085986424 t0:58612.5731152576 x0:-0.021604797328525275 x1:-0.21221462056750956 z:0.10916551190371268 
SN499: c:0.13639004634911722 mwebv:0.047786718351307655 t0:58867.589055197204 x0:0.0003899416613281956 x1:-0.04530923611335964 z:0.10488169124035947 
SN500: c:0.04064398091981345 mwebv:0.03159004683596538 t0:58711.62014284058 x0:0.00017668564776018454 x1:-0.6872549089205277 z:0.13451962585314728 
SN501: c:0.018567353210642012 mwebv:0.11633943113257138 t0:58730.39891808499 x0:0.00046722448008641856 x1:0.4713193815405664 z:0.09515068203919036 
SN502: c:-0.010643508541512728 mwebv:0.009770593722783102 t0:58661.26325800694 x0:0.00039119447242680567 x1:0.03208400917173987 z:0.14315452709027204 
SN503: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN504: c:-0.022005690467967826 mwebv:0.5513572491018279 t0:58623.432524563184 x0:0.0009397699717209715 x1:0.20759614088328407 z:0.06941141099115747 
SN505: c:0.07262658166214768 mwebv:0.024670476006693264 t0:58641.44077719283 x0:0.00014787446655894785 x1:-0.11342927181626264 z:0.13967753510797026 
SN506: c:0.06141426420074175 mwebv:0.1587214051208461 t0:58704.003842211554 x0:0.0002845681592909425 x1:-0.9442295820278807 z:0.09170085641915278 
SN507: c:-0.8500119311506272 mwebv:0.011744435686680687 t0:58795.87287147657 x0:0.0032113657730869407 x1:-0.31964564157230213 z:0.10653924708197182 
SN508: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN509: c:0.009942031989872969 mwebv:0.06361007385118121 t0:58833.1162703644 x0:0.0004820864954371463 x1:-0.44755872666124813 z:0.10020109973527253 
SN510: c:0.017596075030852948 mwebv:0.27021266487267526 t0:58642.64463548286 x0:1.1225825141651835 x1:-0.19503766859752364 z:0.11551218153295444 
SN511: c:-0.06643449830084455 mwebv:0.01195631917534366 t0:58700.59508625987 x0:0.0006281351920260818 x1:0.4446173220695561 z:0.07806459911477912 
SN512: c:0.044655821950790694 mwebv:0.03026726475944338 t0:58825.6113626903 x0:0.00043465009920611323 x1:-0.6927953342382019 z:0.10155860866255265 
SN513: c:0.04436035367872725 mwebv:0.6245036364834824 t0:58696.964421008095 x0:0.0026879765845186946 x1:0.9450936163351217 z:0.041343050806825904 
SN514: c:0.04002209323937636 mwebv:0.15229887274313728 t0:58602.42686050526 x0:0.0003318747710032723 x1:-0.2791108467593879 z:0.12130098988816372 
SN515: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN516: c:-0.0302826454065143 mwebv:0.18786963057090428 t0:58585.78622798209 x0:0.000590907833057329 x1:-0.26014326372277097 z:0.06677430209414052 
SN517: c:-0.03279326440897789 mwebv:0.08125909055559041 t0:58843.80610057243 x0:0.00011630122563093834 x1:-0.5992401654471808 z:0.1425074947292075 
SN518: c:0.03695216586749655 mwebv:0.014895530784905303 t0:58746.04106116489 x0:0.00048591326483712037 x1:0.3818296673679825 z:0.1140987325649185 
SN519: c:0.0030609511543149307 mwebv:0.07722976300970538 t0:58910.55813114887 x0:0.0013294463956973835 x1:-0.021111036062189104 z:0.05704142652436961 
SN520: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN521: c:-6.722368613894002e-05 mwebv:0.3264228691689495 t0:58634.49605663265 x0:0.00016787737100107365 x1:0.11546287548799697 z:0.13260904401378726 
SN522: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN523: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN524: c:-0.066425891586255 mwebv:0.04143522505196865 t0:58663.574584623275 x0:0.00030199898424309105 x1:0.15728044414835637 z:0.10363891455390581 
SN525: c:-0.08082756287437355 mwebv:0.10913542914027685 t0:58713.59064815997 x0:0.0006015357619033903 x1:0.43799331080114096 z:0.10548933858338762 
SN526: c:-0.31139640250972156 mwebv:0.3646171965827924 t0:58572.43923429663 x0:0.0002851667573227598 x1:1.122968365053564 z:0.09428122828047981 
SN527: c:-0.004913848441750952 mwebv:0.2221321389767267 t0:58612.949601117136 x0:0.001037333072430948 x1:-1.8298914749943 z:0.07523352390199439 
SN528: c:-0.013125745296906518 mwebv:0.08643581328256845 t0:58598.84674913652 x0:0.0001588600343275685 x1:0.21351990044553218 z:0.14704960748523138 
SN529: c:-0.002789355260655668 mwebv:0.03346702180681845 t0:58810.59297730322 x0:0.00013189266232764324 x1:0.0573254992179332 z:0.14465767512146227 
SN530: c:-0.010286425633512246 mwebv:0.03987977477244293 t0:58921.72702150549 x0:0.0002691953361595446 x1:0.24115514759073403 z:0.13304944008514577 
SN531: c:-0.13009975874926882 mwebv:0.3231902369245857 t0:58645.755597541305 x0:0.0004441110568902831 x1:-0.12169736510485327 z:0.1180883050112749 
SN532: c:-0.031325820128193974 mwebv:0.11852420918725558 t0:58898.72843052989 x0:0.0004610259046575504 x1:-0.42015439112746644 z:0.07159996670195312 
SN533: c:-0.05243662526894162 mwebv:0.0482413523093557 t0:58679.30810697771 x0:0.0005526737691182692 x1:0.19005605022944722 z:0.07239006841953805 
SN534: c:0.24131999794522135 mwebv:0.13805687272291847 t0:58921.86565638516 x0:0.000905504681407496 x1:-1.6778437630473062 z:0.06310452185687468 
SN535: c:-0.011906004118292552 mwebv:0.07683970693173917 t0:58749.12764737865 x0:0.00014199276149310324 x1:-0.018240513868895362 z:0.13837362560827537 
SN536: c:-0.08297450869933332 mwebv:0.0077554089995144895 t0:58908.18246942938 x0:0.00013961372790719485 x1:-0.05179649065552314 z:0.13399605541224802 
SN537: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN538: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN539: c:-0.0765121087888724 mwebv:0.0617923241432391 t0:58638.8542029444 x0:0.0046118897984971504 x1:0.2449982650834856 z:0.0371774942807791 
SN540: c:-0.019391875388646306 mwebv:0.025570410278801834 t0:58830.795971120635 x0:0.0004268758576628972 x1:0.22677593552350986 z:0.12695954400470294 
SN541: c:-0.03059061749228976 mwebv:0.3390713303144373 t0:58683.95802593509 x0:0.00016099490850190586 x1:0.0968263927893534 z:0.14079708046744743 
SN542: c:-0.06675493467409974 mwebv:0.1288918474050105 t0:58635.1234918849 x0:0.00053369709366901 x1:-0.5389388629347107 z:0.07533739033167584 
SN543: c:-0.02233401769092242 mwebv:0.15513473502613614 t0:58898.24804171348 x0:0.0011775708017158128 x1:0.5971024490735027 z:0.054886843031513935 
SN544: c:-0.030037291540668726 mwebv:0.6461121570613036 t0:58923.315093043646 x0:0.00031463002953653965 x1:0.04340967469661054 z:0.14233578110186612 
SN545: c:0.013691372300239348 mwebv:0.1849704714212915 t0:58751.29709437344 x0:0.0016733874838562976 x1:0.47141899957687144 z:0.04590907345170994 
SN546: c:-0.024411699076291603 mwebv:0.015694234848040715 t0:58751.72189117311 x0:0.00029343445847973624 x1:0.13217567290673168 z:0.12116426225378434 
SN547: c:-0.0010536131308687667 mwebv:0.5943019014426797 t0:58882.580406375215 x0:0.00043558843348167535 x1:0.0819037923200663 z:0.1060864173510124 
SN548: c:-1.9147080300946073 mwebv:0.05702759283884157 t0:58848.19107463876 x0:0.014006916535560413 x1:-3.8117508485831584 z:0.09417795032645056 
SN549: c:-0.8137275909256708 mwebv:0.21640630243705566 t0:58707.9902429719 x0:0.001109064920768392 x1:-0.9157833287046964 z:0.1349573582895878 
SN550: c:0.039992033173495235 mwebv:0.03607288702681093 t0:58678.75237780374 x0:0.00029352994306847086 x1:-0.09167101114534143 z:0.12454500296006836 
SN551: c:-0.008200195621475186 mwebv:0.06528483604481493 t0:58711.304627846526 x0:0.00025918506646816484 x1:-0.1881380161502678 z:0.10828664195491418 
SN552: c:-0.015830480328758514 mwebv:0.04537064917922861 t0:58611.49725695065 x0:0.003018514685878463 x1:-0.3046883276363399 z:0.03974610021315636 
SN553: c:-0.05220714889503429 mwebv:0.05907733127454799 t0:58800.862374543605 x0:0.00021597331145929875 x1:0.4551310009934077 z:0.14450772165026343 
SN554: c:-0.02149432856788682 mwebv:0.08185741481428284 t0:58813.54700630181 x0:0.0004706482591556326 x1:-0.6540676655899275 z:0.10892785057405516 
SN555: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN556: c:-0.02260740361871741 mwebv:0.007171792332543686 t0:58715.19213156096 x0:0.0003576714757517894 x1:-0.7373002234642543 z:0.1058503131094491 
SN557: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN558: c:-0.05244765628847538 mwebv:0.057990119122915344 t0:58762.10879719655 x0:0.0002084764822793631 x1:0.1083518421160438 z:0.1133875194122855 
SN559: c:-0.01482878489393329 mwebv:0.2893606436908041 t0:58712.19401384935 x0:0.0003710952891698497 x1:0.09513370069511705 z:0.11673553503918249 
SN560: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN561: c:-0.0091985576763616 mwebv:0.3640917762333663 t0:58764.46066032113 x0:0.0004859204044105691 x1:0.046978998801974765 z:0.0935621977154744 
SN562: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN563: c:-0.30561781664685234 mwebv:0.010711045981037191 t0:58589.88551961547 x0:0.0031843857808418617 x1:-0.7393566157588367 z:0.08088092227462446 
SN564: c:-0.033215561278004346 mwebv:0.05053936986360225 t0:58899.621886863446 x0:0.00033020471252298415 x1:0.027281914987285306 z:0.12350590141971488 
SN565: c:-0.03402564312256291 mwebv:0.32406230998101715 t0:58728.93133016767 x0:0.00028984005494519903 x1:-0.03520357254983705 z:0.12552554085553094 
SN566: c:-0.0032746623966004927 mwebv:0.5087778347253126 t0:58601.80611491997 x0:0.0006235925049759895 x1:0.13188604315386998 z:0.10824411747628734 
SN567: c:-0.2192800351853542 mwebv:0.18331756656901235 t0:58700.95512460574 x0:0.0003033707134087349 x1:0.04363407002498905 z:0.14067040808408865 
SN568: c:-0.015243390722100117 mwebv:0.3663539009257286 t0:58617.006301348534 x0:0.0006445905807964024 x1:0.06102002462492737 z:0.1355268187697756 
SN569: c:-0.017167685484332763 mwebv:1.3522234047343233 t0:58751.49949108088 x0:0.002306233277371151 x1:-0.01725690785787235 z:0.08270488291816877 
SN570: c:-0.03414157463274559 mwebv:0.21635786697987702 t0:58683.77026272046 x0:0.0002801434325124968 x1:0.20583404765950708 z:0.14096793323287785 
