SN1: c:-0.03505828984749131 mwebv:0.08863503500258732 t0:58791.83483856664 x0:0.0004068272780025446 x1:0.2283324691629908 z:0.13692890168899033 
SN420: c:-0.11256241175031494 mwebv:0.13891702646879275 t0:58606.566988275874 x0:0.00014104160608282212 x1:0.07766127260998887 z:0.12254874823191059 
SN421: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN422: c:-0.044225440468504976 mwebv:0.03159896049414067 t0:58728.480195251264 x0:0.0002608376664261128 x1:0.44547767537883654 z:0.13539490611030608 
SN423: c:-0.005222384716459811 mwebv:0.10373362169071644 t0:58669.06226953801 x0:0.0005609215740164302 x1:-0.00020598821723999175 z:0.10815293528677576 
SN424: c:-0.01784929475438903 mwebv:0.053897449395126626 t0:58791.823495674194 x0:0.0005243078992374062 x1:0.17240877009972314 z:0.1269134277366817 
SN425: c:-0.027325286374798207 mwebv:0.02798591208474911 t0:58567.84246628117 x0:0.0005174076520603763 x1:0.05548748734521695 z:0.10805906274218482 
SN426: c:-0.026511923264938553 mwebv:0.10631118952873564 t0:58596.114708539484 x0:0.00041587839453845936 x1:0.4264678333965741 z:0.09043975830874817 
SN427: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN428: c:0.02546134811312205 mwebv:0.030777604495301508 t0:58931.90999335411 x0:0.0010303618088593543 x1:0.15247970327989932 z:0.07560256239288446 
SN429: c:-0.4527397830643204 mwebv:1.0332802481300682 t0:58882.86585571344 x0:0.0004979269092988415 x1:0.9568640962443751 z:0.11171759910773782 
SN430: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN431: c:0.02097158354003291 mwebv:0.10427763132692522 t0:58618.72039039482 x0:0.00045657667903548847 x1:0.11826223110349543 z:0.11545706173116166 
SN432: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN433: c:0.00252477784749565 mwebv:0.011000016380174393 t0:58606.96267785522 x0:0.00024014516499134384 x1:0.24364969177821 z:0.14320620346316032 
SN434: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN435: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN436: c:0.018012176050888482 mwebv:0.02952035691853306 t0:58588.32740683235 x0:0.0003550117348309214 x1:0.014309778661860898 z:0.14565064145635856 
SN437: c:0.023173644791981175 mwebv:0.015504432084012207 t0:58704.70687149993 x0:0.00026693761993897973 x1:0.30158796092704376 z:0.11282837407132953 
SN438: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN439: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN440: c:-0.009400387572958857 mwebv:0.09496514227407249 t0:58865.961757994235 x0:0.0003077838114123109 x1:0.006056678497415052 z:0.13843465152301226 
SN441: c:-0.5077322585630725 mwebv:0.11786896742178182 t0:58605.029940348635 x0:0.00023706972998390147 x1:0.8293282639506019 z:0.12682552953864495 
SN442: c:-0.030159511795974054 mwebv:0.08232209813253627 t0:58618.62745735576 x0:0.0007868701118983738 x1:-0.19649553859269245 z:0.12482479176753217 
SN443: c:-1.404787658512715 mwebv:0.039586025272024365 t0:58634.52469105014 x0:0.000771133059619864 x1:0.013398787867570917 z:0.10697280431525939 
SN444: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN445: c:-0.09939302809410083 mwebv:0.031203228555438247 t0:58636.71079742225 x0:0.0007705932314611129 x1:0.4811662429009586 z:0.08612310628448991 
SN446: c:-0.13652426735990775 mwebv:0.36754808498432523 t0:58747.40352254109 x0:0.0006481831948236808 x1:-0.1836533874595108 z:0.11300854083295307 
SN447: c:-0.013442183144592187 mwebv:0.3724384104135076 t0:58618.881929078016 x0:0.0003954137231501442 x1:0.014166625704179921 z:0.09859278904390509 
SN448: c:0.010925537239464078 mwebv:0.13032060740491044 t0:58766.45513278698 x0:0.0012188195274648553 x1:-0.19270723818759017 z:0.07147723760480502 
SN449: c:0.0031210984968278784 mwebv:0.07996713721409371 t0:58802.88310203643 x0:0.0001231758629501271 x1:0.0185904551547426 z:0.14742162309629286 
SN450: c:-0.04807416591274203 mwebv:0.08932146792824332 t0:58664.93528640147 x0:0.0004980517649333724 x1:-0.0029914711824235063 z:0.10674624129098526 
SN451: c:-0.06924788782733199 mwebv:0.29243308613391733 t0:58610.196100222995 x0:0.026823737591754594 x1:-0.6146836254829338 z:0.012298062194639784 
SN452: c:-0.031498345484502054 mwebv:0.37164224474646285 t0:58596.81454482639 x0:0.0005544856640576772 x1:0.12386831643897951 z:0.09561533582273765 
SN453: c:8.143414768953984e-05 mwebv:0.8736062102758128 t0:58630.86298671285 x0:0.0005141433649961073 x1:0.0651840173626411 z:0.14560777904669142 
SN454: c:-0.4558991671203523 mwebv:0.030340392932053498 t0:58755.357563246886 x0:0.00037882146348460567 x1:0.2981016684627871 z:0.13710008702747248 
SN455: c:0.004443805843656211 mwebv:0.04190338133555799 t0:58617.611416168234 x0:0.0006108996462763986 x1:0.13204361911589751 z:0.0892861147961686 
SN456: c:0.09393721992103285 mwebv:0.1033128833250476 t0:58793.254349918214 x0:0.00040533141228618386 x1:-0.13615079265135702 z:0.09123926234737945 
SN457: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN458: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN459: c:-0.03697135914122479 mwebv:0.009569514576748345 t0:58608.410827674066 x0:0.0003740814529813668 x1:0.3159858380394817 z:0.11671596934212394 
SN460: c:-0.023476259727460175 mwebv:0.07149842611246128 t0:58728.71649407859 x0:0.0013623659805880423 x1:-0.051956109173314495 z:0.07776029234221293 
SN461: c:0.04233308614408327 mwebv:0.21579182423009283 t0:58890.171324165414 x0:0.00046061626989603874 x1:0.007802416164000782 z:0.07812211533675344 
SN462: c:-0.004494805881176699 mwebv:0.022188600600841643 t0:58668.417389670096 x0:0.0005942487763550628 x1:-0.019246309391103295 z:0.112129283016339 
SN463: c:-0.6005513257319893 mwebv:0.0867789049718694 t0:58821.31497108092 x0:0.00020223046400464256 x1:0.12269593816467371 z:0.13862564158652688 
SN464: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN465: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN466: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN467: c:-0.04838299070629422 mwebv:0.13233577541097577 t0:58601.30916061435 x0:0.0002629723283071181 x1:0.016466509119081128 z:0.12067758900042323 
SN468: c:0.15054068378353383 mwebv:0.6375296434901147 t0:58666.30520081974 x0:0.0003635070805523256 x1:-0.19242635559924878 z:0.07601413212192401 
SN469: c:-0.08792496253361609 mwebv:0.0540719022893716 t0:58679.999616399386 x0:0.0009538780837397638 x1:-0.015346753556649969 z:0.07181290907086313 
SN470: c:0.0012948650908440437 mwebv:0.15051526837042759 t0:58807.0455220841 x0:0.00042787815404315407 x1:0.12173552018390282 z:0.10150067872171005 
SN471: c:-0.17962176071603222 mwebv:0.020176510903999405 t0:58747.884564322805 x0:0.001238434860724965 x1:-0.3259505187057731 z:0.08150792691804203 
SN472: c:0.09495509798849196 mwebv:0.0271778803098103 t0:58769.631964553395 x0:0.0005736863102051514 x1:0.5506431752949483 z:0.0918816574668233 
SN473: c:0.11649789709056504 mwebv:0.0706037563835551 t0:58699.048412680546 x0:0.00030438871750250706 x1:-0.05045696360145508 z:0.11472332800304985 
SN474: c:-0.46390868548631714 mwebv:0.01882955879877913 t0:58674.265511040976 x0:0.00037958605641847553 x1:1.0848488402072007 z:0.14215073070273115 
SN475: c:-0.20948708132786942 mwebv:0.10114473059388714 t0:58666.63290498036 x0:0.0006350847310826074 x1:0.49021014696632437 z:0.12426566969598885 
SN476: c:-0.01838196417810632 mwebv:0.027401836546946334 t0:58769.2726844225 x0:0.0008634898051700427 x1:-0.021210918863111487 z:0.08035796841634726 
SN477: c:0.06679602298141267 mwebv:0.13076987344241714 t0:58923.67224479859 x0:0.0019836103540491843 x1:-0.16225899381935113 z:0.051786258318615636 
SN478: c:-0.04043238779135533 mwebv:0.06484600794413098 t0:58591.20760866046 x0:0.001950973369049602 x1:-0.33877756121766645 z:0.05120306725474725 
SN479: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN480: c:0.029247709790752578 mwebv:0.12291507191371158 t0:58822.86623038659 x0:0.0003490106265929526 x1:-0.5917771827342742 z:0.09776229836944755 
SN481: c:-0.018861824253805726 mwebv:0.020588478318989124 t0:58786.08642627257 x0:0.00035348105708671925 x1:0.05347109638384434 z:0.1113763884336581 
SN482: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN483: c:-0.013840875558108189 mwebv:0.06531204306344214 t0:58684.05200130293 x0:0.0002513727858248727 x1:0.09542877272383128 z:0.1069898417641727 
SN484: c:0.0020897415052990274 mwebv:0.044944905763328026 t0:58955.36012196888 x0:-9.26323590530784 x1:-0.28467201044054913 z:0.0882987532275663 
SN485: c:-0.004102584053198609 mwebv:0.1407039031277318 t0:58839.32944742272 x0:0.00038914303797459927 x1:0.09179502148004846 z:0.11359692533505067 
SN486: c:-0.022630735628403665 mwebv:0.046359962132055406 t0:58662.53224476442 x0:0.0006233086148335523 x1:-0.6145584549660769 z:0.08085029602318736 
SN487: c:-0.003160616216685273 mwebv:0.046953923882420756 t0:58670.76964070808 x0:0.0003651039998717154 x1:0.05358189053000572 z:0.13425419210152456 
SN488: c:-0.03406923603395703 mwebv:0.025971937016802144 t0:58631.2758026541 x0:0.000384606632624768 x1:0.11765347894977633 z:0.09898430084193531 
SN489: c:-0.030228229748287434 mwebv:0.10405997922086933 t0:58814.49926865293 x0:0.00029675440480076174 x1:0.12980618881321523 z:0.0900676208346514 
SN490: c:-0.07453675168829194 mwebv:0.337526961608872 t0:58883.164839516365 x0:0.0006237251845069377 x1:0.029123897969900673 z:0.13720926901732974 
SN491: c:0.1286111523414293 mwebv:0.03396814216306618 t0:58721.85103036219 x0:0.00027148467684636124 x1:-1.3566835464577442 z:0.10848048916111791 
SN492: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN493: c:-0.02455810132952813 mwebv:0.24158077024012936 t0:58715.36676438067 x0:0.0005413601678696806 x1:-0.5124079762655157 z:0.10629966469337707 
SN494: c:-0.019928047053740326 mwebv:0.10694035453138465 t0:58875.360430868444 x0:0.0003561086937878996 x1:-0.012198760549272408 z:0.10147887685305645 
SN495: c:-0.0031522971920844483 mwebv:0.31963349225609283 t0:58903.41015506825 x0:0.0004549121181142874 x1:-0.13510723010578682 z:0.12418980251016165 
SN496: c:-0.01044425569741937 mwebv:0.026427755539087806 t0:58698.11123106808 x0:0.0005461944606024635 x1:0.1805496735874767 z:0.08620890180320552 
SN497: c:-0.009407599580840248 mwebv:0.014390685593266898 t0:58883.23874018745 x0:0.0003974533559481587 x1:0.11882467299478051 z:0.1265334848615432 
SN498: c:-0.11557580058882222 mwebv:0.011711492431986686 t0:58759.89074291366 x0:0.00014291747234716667 x1:-0.04676323890855829 z:0.1273798462743549 
SN499: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN500: c:0.025264074966959853 mwebv:0.011512532496053296 t0:58667.16217722528 x0:0.0003799597044977874 x1:-0.36207986286802046 z:0.10640976471324187 
SN501: c:-0.03678802557760484 mwebv:0.153829767897997 t0:58822.31474860121 x0:0.0010448214373501776 x1:0.7973933702286679 z:0.05985667970163325 
SN502: c:-0.005956268083713833 mwebv:0.1288837075565872 t0:58731.68555869322 x0:0.0003951595028092458 x1:6.398094613842189 z:0.13906683270574594 
SN503: c:-0.0340095985487453 mwebv:0.06845594689789586 t0:58698.75344654102 x0:0.0005330514205471973 x1:-5.594842509989463 z:0.11149734545120284 
SN504: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN505: c:-0.03217453579346753 mwebv:0.09327100732357851 t0:58591.123293457626 x0:0.0004977670807895607 x1:-0.03173493648257715 z:0.06758654633998681 
SN506: c:-0.056306958319100445 mwebv:0.10864749280707917 t0:58600.081192863225 x0:0.00035092232212452913 x1:0.23145028592804587 z:0.099121816440652 
SN507: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN508: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN509: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN510: c:-0.048458166148441714 mwebv:0.03410563950219431 t0:58725.87405922968 x0:0.00017343591711939738 x1:0.49199383083396514 z:0.11335174770290854 
SN511: c:-0.0997487388986788 mwebv:0.026438877333693933 t0:58877.36774231772 x0:0.0001525511626910332 x1:0.15872011895308263 z:0.143132799287882 
SN512: c:-0.193407135248949 mwebv:0.12189915241170599 t0:58813.23254450646 x0:0.0019393933618885202 x1:-0.1962370389382785 z:0.0886805215475987 
SN513: c:-0.11494988884585317 mwebv:0.0820679861035171 t0:58629.802303153076 x0:0.0010217728238762287 x1:0.7270539777859737 z:0.07415831088847771 
SN514: c:-0.008920357157103232 mwebv:0.09559202381061023 t0:58621.04289252337 x0:0.00040607403936089 x1:0.05928292656554188 z:0.09892380081345266 
SN515: c:-0.8726694455057384 mwebv:0.06321003542987008 t0:58665.82381690395 x0:0.0003806831464755113 x1:-0.07218700121332086 z:0.07991870026014301 
SN516: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN517: c:0.0032850768862199183 mwebv:0.020555995429404342 t0:58874.74225737281 x0:0.00017528901518541276 x1:0.007402819023301461 z:0.103274515412879 
SN518: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN519: c:-0.11343636718026931 mwebv:0.04223853855616946 t0:58800.20445156185 x0:0.0005889539388471623 x1:-0.0014387446232621923 z:0.13118104391686217 
SN520: c:-0.2550968197590655 mwebv:0.02180706430912985 t0:58737.598954887544 x0:0.0007435757224066644 x1:-2.223118489235709 z:0.07192594568457211 
SN521: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN522: c:-0.01639669863534346 mwebv:0.06912482041278618 t0:58756.922117092465 x0:0.00015495242327566352 x1:0.142563912075198 z:0.14515452326095274 
SN523: c:-0.027900562145550232 mwebv:0.07844909449169772 t0:58710.909914779244 x0:0.0010111634161736594 x1:0.07450420494280177 z:0.08066215287340531 
SN524: c:-0.007355226488754772 mwebv:0.04039473258646594 t0:58646.79618934324 x0:0.0008099918582009415 x1:-0.11369768408892544 z:0.09122664634416927 
SN525: c:0.02204055778648572 mwebv:0.2004514618350205 t0:58786.597269032645 x0:0.00028484989773906375 x1:0.027263109181963903 z:0.13800346179779976 
SN526: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN527: c:0.013937561724837141 mwebv:0.008428543381637834 t0:58806.35994353099 x0:0.000251430985550223 x1:0.09180117081115122 z:0.13307096363207474 
SN528: c:-0.00023999478745257729 mwebv:6.814210251472649 t0:58835.86606800598 x0:236.3510146494289 x1:-0.10342648163684262 z:0.11434317202821102 
SN529: c:0.012002263983153006 mwebv:0.07740418456179671 t0:58875.061014518666 x0:0.0003638289363122198 x1:0.10685634545565979 z:0.10166886761938523 
SN530: c:0.0040709167226904725 mwebv:0.27806540973247834 t0:58706.6444921977 x0:0.0010998584988853814 x1:0.014794818341658316 z:0.1042525506754902 
SN531: c:-0.02243480177112637 mwebv:0.16022871564768432 t0:58568.22652909541 x0:0.0008748559988475055 x1:0.1897585980618815 z:0.0836115557356186 
SN532: c:-0.06469811729970497 mwebv:0.05472682932925659 t0:58909.398347035516 x0:0.00024185902489463933 x1:0.19201704560537206 z:0.10877670615204646 
SN533: c:-0.007957699645900334 mwebv:0.5121933925311553 t0:58897.885106302274 x0:0.0001399613678752626 x1:0.017832824152289588 z:0.14354827422971442 
SN534: c:-0.03878284529625601 mwebv:0.03596671223428574 t0:58765.2968642811 x0:0.0005506597146870002 x1:0.4274809987524543 z:0.10203926280464531 
SN535: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN536: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN537: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN538: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN539: c:-0.02672924355753452 mwebv:0.055153041585035714 t0:58790.27378074151 x0:0.00029254215647327045 x1:0.3951888016377026 z:0.10751515427106993 
SN540: c:-0.01255993828895332 mwebv:0.1715575546233695 t0:58793.47611893564 x0:0.00029959658706863796 x1:0.17471876773519665 z:0.1372285265656389 
SN541: c:0.011800274598702433 mwebv:0.033349363765123666 t0:58802.31970367315 x0:0.4774148903775693 x1:-0.2365670536023693 z:0.13149435305169221 
SN542: c:-0.19522076899755494 mwebv:0.4789732632312348 t0:58626.407068837536 x0:0.0010843989656343503 x1:-0.10267986459449882 z:0.08838419850493198 
SN543: c:-0.297306559837778 mwebv:0.6801919985211988 t0:58908.87951953945 x0:-0.001441118408677483 x1:-0.006471396586062671 z:0.14916116641182847 
SN544: c:-0.022747983355483087 mwebv:0.018727821443746278 t0:58787.28320478768 x0:0.0001678765989328031 x1:0.13004758999694505 z:0.13069601713089762 
SN545: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN546: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN547: c:-0.03488152475098369 mwebv:0.07675985468768681 t0:58602.12435967064 x0:0.0018476294864731408 x1:0.3739346557591745 z:0.04499487165601282 
SN548: c:0.01558134689876745 mwebv:0.014910408726880592 t0:58771.011545707704 x0:0.00029292619693687213 x1:0.1293237590654894 z:0.12736785630601696 
SN549: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN550: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN551: c:-0.007584893919661293 mwebv:0.060742937054819965 t0:58736.9670681076 x0:0.0006010597934156709 x1:-0.06271162420688273 z:0.08414113453210575 
SN552: c:-0.03334212446955083 mwebv:0.03450934719172708 t0:58574.66543939491 x0:0.00019753388593633165 x1:0.1362202267546945 z:0.14544451345490783 
SN553: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN554: c:0.10777561279189445 mwebv:0.12679586338369836 t0:58681.74996327506 x0:0.0002475953037519693 x1:-0.23648187802136053 z:0.14654385313142002 
SN555: c:-0.01785369584940477 mwebv:0.12247237990351928 t0:58741.56420159657 x0:0.0009435973448853816 x1:0.11484392923074808 z:0.08367313446622658 
SN556: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN557: c:-0.024814594252296353 mwebv:0.11156031131327995 t0:58849.02179415106 x0:0.0005385564157961758 x1:0.17267561496741796 z:0.14233486165670406 
SN558: c:-0.05857959794370546 mwebv:0.020251468051722808 t0:58714.95074661027 x0:0.00017452023723604816 x1:0.538944118682247 z:0.14371762510781347 
SN559: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN560: c:-0.0017809853843828828 mwebv:0.06317499991357119 t0:58887.78264420353 x0:0.0012100533293024369 x1:-0.11494130485509643 z:0.12178240690370809 
SN561: c:0.043969459236132304 mwebv:0.30977348819988826 t0:58918.37744544909 x0:0.0006269664563257831 x1:-0.10351942980575843 z:0.08916662520107567 
SN562: c:0.07053600835732486 mwebv:0.16632430849317445 t0:58728.78725253251 x0:0.0014096832729852847 x1:-0.4256306385395737 z:0.05542687008916286 
SN563: c:0.005134744853610566 mwebv:0.14075761691965052 t0:58895.62402397431 x0:0.00019147546789592421 x1:0.09938499790014842 z:0.13315632194355737 
SN564: c:-0.016510896716908398 mwebv:0.4978320926483916 t0:58600.14364823473 x0:0.00024134649206167375 x1:0.05784008830624893 z:0.13086968733764995 
SN565: c:-0.019500403741958685 mwebv:0.1848678051097797 t0:58711.63695419284 x0:0.0001493618187552963 x1:0.07406853438796702 z:0.1294799605548734 
SN566: c:-0.1521922420352399 mwebv:0.10533343348572155 t0:58921.028303407766 x0:0.0006894570308307203 x1:0.5807680113718803 z:0.0856954024112048 
SN567: c:0.026252634783968484 mwebv:0.03023457638051509 t0:58906.0235903416 x0:0.003186375154583014 x1:-0.5390737606578179 z:0.03950908996099569 
SN568: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN569: c:0.11695506501191774 mwebv:0.11982389532825558 t0:58803.49961753868 x0:0.0002780536201410807 x1:-0.2007170034325626 z:0.12881851354785012 
SN570: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN571: c:0.020842101330843178 mwebv:0.11186373463110748 t0:58636.2944320689 x0:0.0005853763534626488 x1:0.06392582984099589 z:0.1436017004969005 
SN572: c:-0.19503244877961684 mwebv:0.07382570761426244 t0:58860.44023165916 x0:0.0012375385557316417 x1:-0.08224970870640103 z:0.14516210972029261 
SN573: c:-0.06300230986565832 mwebv:0.017984624305515454 t0:58844.59985988318 x0:0.0002494414603937392 x1:0.43832696726893855 z:0.12345297535114685 
SN574: c:-0.18918864481687897 mwebv:0.1751342731205428 t0:58624.55745109249 x0:0.0003939769261918593 x1:-0.6304273194740195 z:0.11829030401960325 
SN575: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN576: c:-0.021456922833870646 mwebv:0.13032989660633051 t0:58659.19994177647 x0:0.0008642193523853116 x1:0.22915380466969426 z:0.06374659893326941 
SN577: c:-0.007707029430367757 mwebv:0.1517399307693954 t0:58750.13567800118 x0:0.0002036654834193536 x1:-0.05207873830348798 z:0.11999138763945534 
SN578: c:-0.026870554934148402 mwebv:0.012948814264512512 t0:58763.54644331733 x0:0.0002693374378132201 x1:0.7545921442146105 z:0.12024183030041795 
SN579: c:0.0019321782100232704 mwebv:0.12706747963536486 t0:58803.74685777657 x0:0.0003656875548818934 x1:-0.9696016834728207 z:0.1147560805222701 
SN580: c:0.019974436553665164 mwebv:0.07971405914173861 t0:58776.01008009121 x0:0.00022367452152711738 x1:-0.21251805365979431 z:0.12458759705829374 
SN581: c:-0.017809949051883663 mwebv:0.07610196186047853 t0:58704.843113249924 x0:0.000617901734894526 x1:0.09834260682828228 z:0.10874334402341794 
SN582: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN583: c:-0.019069789230808324 mwebv:0.06226873858954871 t0:58889.52580712448 x0:0.0006263994167328323 x1:0.31512644216400826 z:0.07348534092145456 
SN584: c:0.011032768266871034 mwebv:0.532999580630156 t0:58781.79859153921 x0:0.0013538488123663595 x1:-0.1962760747274569 z:0.06935606312852133 
SN585: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN586: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN587: c:-0.03370741444733772 mwebv:0.07272260709219024 t0:58857.42234214067 x0:0.00024309673642265372 x1:0.23295377998243874 z:0.11028650472864257 
SN588: c:0.0802590451893235 mwebv:0.05895356994460904 t0:58845.60146880081 x0:0.0001881621457993973 x1:0.08992782941276772 z:0.14642749683283493 
SN589: c:-0.15473617357117234 mwebv:0.02551727281749134 t0:58692.3076920315 x0:0.00032605567623461996 x1:-0.7085856543968728 z:0.12328770835573968 
SN590: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN591: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN592: c:-0.025518754813560474 mwebv:0.17565430946562552 t0:58773.425067017044 x0:0.0011232324253011082 x1:0.231665939271552 z:0.07851613455084447 
SN593: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN594: c:-0.049475229650718 mwebv:0.037727806323005424 t0:58600.785750116265 x0:0.00025790140059626807 x1:-0.060319352454869316 z:0.1472034549056651 
SN595: c:0.015969730024289162 mwebv:0.06075829120709549 t0:58636.97982016176 x0:0.0004125757585720962 x1:-0.37640892022312195 z:0.12087111127531412 
SN596: c:-0.014337183593026786 mwebv:0.06435087813315127 t0:58680.05037617172 x0:0.0035238411475027286 x1:-0.47108028469563923 z:0.03234730636290133 
SN597: c:0.0033392992312876514 mwebv:0.23287719820255515 t0:58715.443014593315 x0:0.0005475216378574364 x1:0.1481972496923478 z:0.08926584012957947 
SN598: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN599: c:-0.05108462337296863 mwebv:0.012235618995488562 t0:58762.76957254341 x0:0.00027879781980846434 x1:-1.1348893395607282 z:0.10696625499519073 
SN600: c:-0.009662389755885722 mwebv:0.1164092505369416 t0:58676.459067978976 x0:0.00026832160757429683 x1:-0.12918177236646125 z:0.14558981605831098 
SN601: c:-0.6149678095013369 mwebv:0.017763997410933624 t0:58568.41344431758 x0:0.0005618695255698716 x1:0.01972940857414862 z:0.11246847153117791 
SN602: c:-0.006328033699860696 mwebv:0.15221236931489693 t0:58579.2882149641 x0:0.00039435593134026423 x1:0.03287566697268283 z:0.11430233643961307 
SN603: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN604: c:-0.016108720525826008 mwebv:0.21936885642094148 t0:58868.88345961343 x0:0.0003139693602522927 x1:-0.14066979430836782 z:0.10436777450618365 
SN605: c:-0.011988917345206752 mwebv:0.04885275816744621 t0:58894.00497372563 x0:0.0004957493504831722 x1:0.15199837414153128 z:0.08399786993240124 
SN606: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN607: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN608: c:-0.007877815714848456 mwebv:0.19176784598264907 t0:58611.05467392577 x0:0.00026892561802999403 x1:-0.1378664167835727 z:0.1180955892895901 
SN609: c:-0.045916025867039634 mwebv:0.014460807524302777 t0:58610.88358993705 x0:0.0006080409409357843 x1:0.221760602884436 z:0.07904462964647241 
SN610: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN611: c:0.0829746532568053 mwebv:0.0759645109549526 t0:58857.63149273513 x0:0.00024258437923426168 x1:-0.019352974560021028 z:0.12358937610246816 
SN612: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN613: c:-0.023593697927885276 mwebv:0.12923689577818814 t0:58856.26423547981 x0:0.00039477157162297425 x1:-0.025982108759542172 z:0.1113462535423386 
SN614: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN615: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN616: c:0.007684904745156936 mwebv:0.03452967651197281 t0:58736.25776076957 x0:0.0003087770019066606 x1:-0.18761800675120643 z:0.14021932527571054 
SN617: c:0.02594691712482674 mwebv:0.09034735942181835 t0:58789.990098420516 x0:0.0025006195685052207 x1:0.1241509409518504 z:0.04854005879339366 
SN618: c:0.008757579803520127 mwebv:0.015407009354700275 t0:58575.270516691075 x0:0.0006517691161068723 x1:-0.06479428369371976 z:0.07743411139420643 
SN619: c:0.0032126003702186777 mwebv:0.05335838692455352 t0:58702.508281298564 x0:0.0003905687818346824 x1:0.1825368947981425 z:0.08870291902988583 
SN620: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN621: c:-0.020535283565776944 mwebv:0.12722964875974616 t0:58579.351076331535 x0:0.00046174584924538485 x1:-0.009613912615398418 z:0.09375916078559383 
SN622: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN623: c:0.04348283581394815 mwebv:0.05257381077937192 t0:58789.4396180419 x0:0.0005554382438566679 x1:0.11931878904250648 z:0.08923636595142176 
SN624: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN625: c:-0.024472725942124192 mwebv:0.041744523008877 t0:58604.6604603076 x0:0.0001963599134103281 x1:0.32090769463786056 z:0.14667416539598663 
SN626: c:-0.03679600569381439 mwebv:0.024672498709343158 t0:58609.77970961722 x0:0.00046890140068591606 x1:0.19371560082870976 z:0.11236274925190971 
SN627: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN628: c:-0.05480523829195601 mwebv:0.09923961292826455 t0:58582.64697941253 x0:0.0005074135175045461 x1:0.28607601170685437 z:0.10285773942718446 
SN629: c:0.003239205545548831 mwebv:0.03106770313098006 t0:58920.09909242476 x0:0.00025739398854845183 x1:-0.10630387031987477 z:0.1314154844372783 
